dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
cuad,gpt54,llm_only,,0.050686,0.0,0.000694,0.0,300,300,full_logistic
cuad,gpt54,expert_only,20.0,771.911713,44.157747,45.65614,88.411986,300,300,full_logistic
cuad,gpt54,expert_only,26.0,1841.865767,105.892989,440.074916,324.071122,300,300,full_logistic
cuad,gpt54,expert_only,33.0,434.690233,24.964339,23.38199,9.069227,300,300,full_logistic
cuad,gpt54,expert_only,43.0,850.3804,48.999945,46.086359,36.237932,300,300,full_logistic
cuad,gpt54,expert_only,56.0,18.153521,1.039295,2.506624,1.195327,300,300,full_logistic
cuad,gpt54,expert_only,72.0,0.83361,0.030912,0.629841,0.095911,300,300,full_logistic
cuad,gpt54,expert_only,93.0,0.632386,0.021218,0.488122,0.079886,300,300,full_logistic
cuad,gpt54,expert_only,120.0,0.530172,0.017865,0.329917,0.060564,300,300,full_logistic
cuad,gpt54,expert_only,155.0,0.364961,0.010464,0.178346,0.044597,300,300,full_logistic
cuad,gpt54,expert_only,200.0,0.325621,0.010308,0.188539,0.037219,300,300,full_logistic
cuad,gpt54,dsl,20.0,37.666482,3.219613,8.845993,5.890841,300,129,full_logistic
cuad,gpt54,dsl,26.0,42.686912,3.336448,10.107155,4.637086,300,151,full_logistic
cuad,gpt54,dsl,33.0,21.639722,1.28183,3.895751,1.443234,300,276,full_logistic
cuad,gpt54,dsl,43.0,7.290493,0.426559,0.785544,0.564074,300,287,full_logistic
cuad,gpt54,dsl,56.0,3.973586,0.227326,0.491529,0.339197,300,296,full_logistic
cuad,gpt54,dsl,72.0,4.48007,0.257582,0.455357,0.246822,300,294,full_logistic
cuad,gpt54,dsl,93.0,9.425176,0.54199,0.721974,0.455594,300,299,full_logistic
cuad,gpt54,dsl,120.0,0.505096,0.023563,0.085957,0.031658,300,300,full_logistic
cuad,gpt54,dsl,155.0,0.310027,0.011639,0.061003,0.022993,300,300,full_logistic
cuad,gpt54,dsl,200.0,0.219306,0.007861,0.049232,0.017952,300,300,full_logistic
cuad,gpt54,ppi,20.0,1.0323271596345164e+52,5.94583403078976e+50,8.070145529031824e+50,7.660604254004562e+50,300,300,full_logistic
cuad,gpt54,ppi,26.0,9.314684150413609e+52,5.359950050199785e+51,5.439656343448196e+51,3.471630034814868e+51,300,300,full_logistic
cuad,gpt54,ppi,33.0,5.809557477074538e+51,3.34719313568888e+50,2.897143698896346e+50,2.6451204552264325e+50,300,300,full_logistic
cuad,gpt54,ppi,43.0,1.263351219323409e+53,7.281774034659468e+51,9.832982235942646e+51,9.808062305551778e+51,300,300,full_logistic
cuad,gpt54,ppi,56.0,2.4671066654641593e+40,1.4219761415918218e+39,1.5578775130196075e+39,1.5407214036958995e+39,300,300,full_logistic
cuad,gpt54,ppi,72.0,4.734673983268408e+49,2.729005553641013e+48,3.1734413295910595e+48,3.168147845747988e+48,300,300,full_logistic
cuad,gpt54,ppi,93.0,3.4873819203441456e+34,2.0069683409011636e+33,3.4599855924220127e+33,2.5288554380368024e+33,300,300,full_logistic
cuad,gpt54,ppi,120.0,1.3013798077743004e+23,7.498373228889933e+21,7.284890211624105e+21,6.554822230859439e+21,300,300,full_logistic
cuad,gpt54,ppi,155.0,0.516224,0.023583,0.12711,0.034246,300,300,full_logistic
cuad,gpt54,ppi,200.0,0.288625,0.010254,0.080492,0.022006,300,300,full_logistic
cuad,gpt54,ppipp,20.0,5.07250755282147e+40,2.92337550757787e+39,1.7421289936040736e+39,1.6516860157897196e+39,300,300,full_logistic
cuad,gpt54,ppipp,26.0,2.7033863099557543e+40,1.5581973076874585e+39,1.9121998750444837e+39,1.90901021498395e+39,300,300,full_logistic
cuad,gpt54,ppipp,33.0,6.64577162533678e+22,3.8251721890926994e+21,5.294236228932502e+21,4.15017722163501e+21,300,300,full_logistic
cuad,gpt54,ppipp,43.0,1.911980884783723e+22,1.1013450405373535e+21,2.49942580345481e+21,2.209630478912194e+21,300,300,full_logistic
cuad,gpt54,ppipp,56.0,5.128120088655803e+34,2.955782858773798e+33,1.698626465930172e+33,1.6957930565809103e+33,300,300,full_logistic
cuad,gpt54,ppipp,72.0,3.432593164610768e+28,1.9785028161847925e+27,1.307172122857233e+27,1.304991684103454e+27,300,300,full_logistic
cuad,gpt54,ppipp,93.0,0.374925,0.012525,0.157565,0.03528,300,300,full_logistic
cuad,gpt54,ppipp,120.0,0.312131,0.010136,0.090723,0.029586,300,300,full_logistic
cuad,gpt54,ppipp,155.0,0.247655,0.007366,0.05763,0.024069,300,300,full_logistic
cuad,gpt54,ppipp,200.0,0.208872,0.006565,0.070111,0.020685,300,300,full_logistic
