dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
vuamc,claude,ppipp,20,0.668425,0.00505,-0.328405,0.038907,300,300,full_logistic
vuamc,claude,ppipp,26,0.656153,0.004769,-0.289125,0.033408,300,300,full_logistic
vuamc,claude,ppipp,33,0.6443,0.004191,-0.359582,0.029121,300,300,full_logistic
vuamc,claude,ppipp,43,0.630703,0.003842,-0.386156,0.025863,300,300,full_logistic
vuamc,claude,ppipp,56,0.621883,0.003289,-0.309796,0.021993,300,300,full_logistic
vuamc,claude,ppipp,72,0.612958,0.002824,-0.369832,0.018535,300,300,full_logistic
vuamc,claude,ppipp,93,0.611302,0.002372,-0.358116,0.016218,300,300,full_logistic
vuamc,claude,ppipp,120,0.603612,0.002203,-0.358555,0.01486,300,300,full_logistic
vuamc,claude,ppipp,155,0.600041,0.001765,-0.345014,0.012763,300,300,full_logistic
vuamc,claude,ppipp,200,0.599623,0.001628,-0.364249,0.0108,300,300,full_logistic
