dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
vuamc,mistral,ppipp,20,0.684635,0.005684,-0.311363,0.039786,300,300,full_logistic
vuamc,mistral,ppipp,26,0.657319,0.005307,-0.303851,0.035068,300,300,full_logistic
vuamc,mistral,ppipp,33,0.658503,0.004614,-0.312345,0.031057,300,300,full_logistic
vuamc,mistral,ppipp,43,0.634927,0.004089,-0.390885,0.026767,300,300,full_logistic
vuamc,mistral,ppipp,56,0.622338,0.003497,-0.311612,0.022623,300,300,full_logistic
vuamc,mistral,ppipp,72,0.621468,0.003,-0.364263,0.019638,300,300,full_logistic
vuamc,mistral,ppipp,93,0.613097,0.00262,-0.359811,0.017205,300,300,full_logistic
vuamc,mistral,ppipp,120,0.610406,0.002249,-0.352599,0.014451,300,300,full_logistic
vuamc,mistral,ppipp,155,0.601176,0.002,-0.362199,0.012858,300,300,full_logistic
vuamc,mistral,ppipp,200,0.600321,0.001739,-0.373561,0.011591,300,300,full_logistic
