dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
fomc,mistral,llm_only,,2.120629,0.0,3.562159,0.0,300,300,full_logistic
fomc,mistral,expert_only,20.0,6.044204,0.199602,1.657277,0.687204,300,300,full_logistic
fomc,mistral,expert_only,26.0,4.443234,0.153247,1.925006,0.4354,300,300,full_logistic
fomc,mistral,expert_only,33.0,2.854718,0.085928,1.378833,0.309042,300,300,full_logistic
fomc,mistral,expert_only,43.0,2.265525,0.069401,0.849333,0.197425,300,300,full_logistic
fomc,mistral,expert_only,56.0,1.647153,0.049729,0.172401,0.13846,300,300,full_logistic
fomc,mistral,expert_only,72.0,1.3832,0.041199,0.304302,0.116955,300,300,full_logistic
fomc,mistral,expert_only,93.0,0.979672,0.019108,0.114495,0.096063,300,300,full_logistic
fomc,mistral,expert_only,120.0,0.826064,0.017018,0.150929,0.08054,300,300,full_logistic
fomc,mistral,expert_only,155.0,0.692981,0.013295,0.109978,0.062603,300,300,full_logistic
fomc,mistral,expert_only,200.0,0.593359,0.011577,-0.015354,0.058971,300,300,full_logistic
fomc,mistral,dsl,20.0,2.298441,0.0474,0.242791,0.253175,300,300,full_logistic
fomc,mistral,dsl,26.0,1.945042,0.040267,0.644779,0.201392,300,300,full_logistic
fomc,mistral,dsl,33.0,1.547611,0.030094,0.497726,0.157711,300,300,full_logistic
fomc,mistral,dsl,43.0,1.330759,0.024583,0.31124,0.127348,300,300,full_logistic
fomc,mistral,dsl,56.0,1.090689,0.020597,0.129301,0.108188,300,300,full_logistic
fomc,mistral,dsl,72.0,0.978461,0.017848,0.134491,0.098063,300,300,full_logistic
fomc,mistral,dsl,93.0,0.831652,0.01632,-0.004978,0.077636,300,300,full_logistic
fomc,mistral,dsl,120.0,0.691066,0.013338,0.103914,0.067062,300,300,full_logistic
fomc,mistral,dsl,155.0,0.599076,0.009993,-0.035204,0.055797,300,300,full_logistic
fomc,mistral,dsl,200.0,0.517982,0.008334,0.008042,0.051391,300,300,full_logistic
fomc,mistral,ppi,20.0,10.816676,0.527241,-0.982906,1.04443,300,300,full_logistic
fomc,mistral,ppi,26.0,5.282682,0.238649,0.125696,0.487448,300,300,full_logistic
fomc,mistral,ppi,33.0,3.578204,0.156362,0.912213,0.285064,300,300,full_logistic
fomc,mistral,ppi,43.0,2.345962,0.082793,0.471989,0.2057,300,300,full_logistic
fomc,mistral,ppi,56.0,1.642574,0.051174,0.113707,0.150717,300,300,full_logistic
fomc,mistral,ppi,72.0,1.471445,0.044442,0.150418,0.141989,300,300,full_logistic
fomc,mistral,ppi,93.0,1.250812,0.034673,0.108539,0.121351,300,300,full_logistic
fomc,mistral,ppi,120.0,0.949992,0.02155,0.150975,0.091177,300,300,full_logistic
fomc,mistral,ppi,155.0,0.816489,0.01681,-0.130865,0.078356,300,300,full_logistic
fomc,mistral,ppi,200.0,0.705858,0.013746,0.026451,0.070525,300,300,full_logistic
fomc,mistral,ppipp,20.0,2.942006,0.070452,0.693115,0.326426,300,300,full_logistic
fomc,mistral,ppipp,26.0,2.262083,0.053595,0.912847,0.23628,300,300,full_logistic
fomc,mistral,ppipp,33.0,1.811944,0.04041,0.803481,0.206019,300,300,full_logistic
fomc,mistral,ppipp,43.0,1.50521,0.031161,0.547408,0.15123,300,300,full_logistic
fomc,mistral,ppipp,56.0,1.166548,0.023887,0.099302,0.113834,300,300,full_logistic
fomc,mistral,ppipp,72.0,1.013514,0.020057,0.19278,0.097873,300,300,full_logistic
fomc,mistral,ppipp,93.0,0.842956,0.015191,0.094705,0.083926,300,300,full_logistic
fomc,mistral,ppipp,120.0,0.715527,0.013434,0.121313,0.070745,300,300,full_logistic
fomc,mistral,ppipp,155.0,0.610575,0.011168,0.052223,0.056405,300,300,full_logistic
fomc,mistral,ppipp,200.0,0.522106,0.009241,-0.0302,0.05328,300,300,full_logistic
