dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
fomc,claude,llm_only,,0.656028,0.0,0.905068,0.0,300,300,full_logistic
fomc,claude,expert_only,20.0,6.044204,0.199602,1.657277,0.687204,300,300,full_logistic
fomc,claude,expert_only,26.0,4.443234,0.153247,1.925006,0.4354,300,300,full_logistic
fomc,claude,expert_only,33.0,2.854718,0.085928,1.378833,0.309042,300,300,full_logistic
fomc,claude,expert_only,43.0,2.265525,0.069401,0.849333,0.197425,300,300,full_logistic
fomc,claude,expert_only,56.0,1.647153,0.049729,0.172401,0.13846,300,300,full_logistic
fomc,claude,expert_only,72.0,1.3832,0.041199,0.304302,0.116955,300,300,full_logistic
fomc,claude,expert_only,93.0,0.979672,0.019108,0.114495,0.096063,300,300,full_logistic
fomc,claude,expert_only,120.0,0.826064,0.017018,0.150929,0.08054,300,300,full_logistic
fomc,claude,expert_only,155.0,0.692981,0.013295,0.109978,0.062603,300,300,full_logistic
fomc,claude,expert_only,200.0,0.593359,0.011577,-0.015354,0.058971,300,300,full_logistic
fomc,claude,dsl,20.0,2.294327,0.047576,0.239194,0.253331,300,300,full_logistic
fomc,claude,dsl,26.0,1.912214,0.04088,0.71991,0.197102,300,300,full_logistic
fomc,claude,dsl,33.0,1.32285,0.027038,0.232486,0.123178,300,300,full_logistic
fomc,claude,dsl,43.0,1.160041,0.021709,0.358488,0.11153,300,300,full_logistic
fomc,claude,dsl,56.0,0.936085,0.01835,0.156437,0.085327,300,300,full_logistic
fomc,claude,dsl,72.0,0.832703,0.015581,0.085876,0.079752,300,300,full_logistic
fomc,claude,dsl,93.0,0.694757,0.013214,0.02259,0.061298,300,300,full_logistic
fomc,claude,dsl,120.0,0.587827,0.010553,0.009,0.055565,300,300,full_logistic
fomc,claude,dsl,155.0,0.505799,0.008275,-0.066292,0.045321,300,300,full_logistic
fomc,claude,dsl,200.0,0.44858,0.007496,-0.047243,0.044071,300,300,full_logistic
fomc,claude,ppi,20.0,7.028281,0.357816,0.329789,0.519651,300,300,full_logistic
fomc,claude,ppi,26.0,3.312166,0.14183,0.924072,0.253611,300,300,full_logistic
fomc,claude,ppi,33.0,3.282099,0.149557,0.583353,0.203531,300,300,full_logistic
fomc,claude,ppi,43.0,1.785327,0.058569,0.518319,0.15387,300,300,full_logistic
fomc,claude,ppi,56.0,1.478581,0.053275,0.270927,0.111241,300,300,full_logistic
fomc,claude,ppi,72.0,1.14149,0.035155,0.112683,0.095096,300,300,full_logistic
fomc,claude,ppi,93.0,0.988695,0.032481,0.146202,0.081543,300,300,full_logistic
fomc,claude,ppi,120.0,0.726481,0.015237,-0.001224,0.064756,300,300,full_logistic
fomc,claude,ppi,155.0,0.622546,0.011699,-0.11214,0.057053,300,300,full_logistic
fomc,claude,ppi,200.0,0.554638,0.009867,-0.049035,0.053135,300,300,full_logistic
fomc,claude,ppipp,20.0,2.659101,0.072462,0.469697,0.293843,300,300,full_logistic
fomc,claude,ppipp,26.0,2.064288,0.055015,0.749934,0.212089,300,300,full_logistic
fomc,claude,ppipp,33.0,1.608817,0.038449,0.542681,0.177449,300,300,full_logistic
fomc,claude,ppipp,43.0,1.360736,0.030373,0.48086,0.132369,300,300,full_logistic
fomc,claude,ppipp,56.0,1.040683,0.022376,0.094568,0.097255,300,300,full_logistic
fomc,claude,ppipp,72.0,0.909398,0.018537,0.115276,0.085813,300,300,full_logistic
fomc,claude,ppipp,93.0,0.746776,0.014213,0.046466,0.06993,300,300,full_logistic
fomc,claude,ppipp,120.0,0.638566,0.012026,0.056116,0.060998,300,300,full_logistic
fomc,claude,ppipp,155.0,0.539988,0.009726,0.000575,0.048212,300,300,full_logistic
fomc,claude,ppipp,200.0,0.475661,0.008561,-0.05946,0.047975,300,300,full_logistic
