dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid
fomc,deepseek,llm_only,50,,0.234948,0.0,-0.075827,0.0,300,300
fomc,deepseek,expert_only,50,70.0,0.349127,0.006158,0.116914,0.131295,300,300
fomc,deepseek,expert_only,50,97.0,0.357788,0.006352,0.19876,0.125399,300,300
fomc,deepseek,expert_only,50,136.0,0.36106,0.00629,-0.037912,0.129319,300,300
fomc,deepseek,expert_only,50,189.0,0.36985,0.006679,0.152946,0.128434,300,300
fomc,deepseek,expert_only,50,264.0,0.358774,0.006647,-0.240785,0.129835,300,300
fomc,deepseek,expert_only,50,368.0,0.361245,0.006533,0.145488,0.133076,300,300
fomc,deepseek,expert_only,50,513.0,0.355444,0.006062,0.089899,0.140449,300,300
fomc,deepseek,expert_only,50,715.0,0.362468,0.006448,-0.002346,0.132077,300,300
fomc,deepseek,expert_only,50,997.0,0.349432,0.005864,-0.000349,0.125702,300,300
fomc,deepseek,dsl,50,70.0,0.327489,0.005534,0.047998,0.123066,300,300
fomc,deepseek,dsl,50,97.0,0.32478,0.005651,0.134435,0.118189,300,300
fomc,deepseek,dsl,50,136.0,0.30924,0.005136,-0.20116,0.111656,300,300
fomc,deepseek,dsl,50,189.0,0.295486,0.005023,0.175381,0.111587,300,300
fomc,deepseek,dsl,50,264.0,0.298464,0.005164,-0.1674,0.108583,300,300
fomc,deepseek,dsl,50,368.0,0.293366,0.005337,0.097162,0.108558,300,300
fomc,deepseek,dsl,50,513.0,0.292504,0.005127,0.059452,0.11805,300,300
fomc,deepseek,dsl,50,715.0,0.292782,0.005334,-0.074963,0.107877,300,300
fomc,deepseek,dsl,50,997.0,0.276742,0.004768,-0.056085,0.101509,300,300
fomc,deepseek,ppi,50,70.0,0.340136,0.005853,0.007694,0.12329,300,300
fomc,deepseek,ppi,50,97.0,0.347555,0.006036,0.131302,0.125736,300,300
fomc,deepseek,ppi,50,136.0,0.335227,0.005905,-0.379018,0.116816,300,300
fomc,deepseek,ppi,50,189.0,0.319307,0.005598,0.153571,0.115953,300,300
fomc,deepseek,ppi,50,264.0,0.331418,0.006086,-0.09999,0.12329,300,300
fomc,deepseek,ppi,50,368.0,0.326311,0.006245,-0.013295,0.121417,300,300
fomc,deepseek,ppi,50,513.0,0.332756,0.006306,0.083737,0.130115,300,300
fomc,deepseek,ppi,50,715.0,0.337582,0.006728,-0.10473,0.116802,300,300
fomc,deepseek,ppi,50,997.0,0.309301,0.00572,-0.05264,0.116527,300,300
fomc,deepseek,ppipp,50,70.0,0.332346,0.005758,0.071154,0.125476,300,300
fomc,deepseek,ppipp,50,97.0,0.331859,0.005792,0.151088,0.118452,300,300
fomc,deepseek,ppipp,50,136.0,0.324435,0.005518,-0.137558,0.118336,300,300
fomc,deepseek,ppipp,50,189.0,0.318658,0.005563,0.118868,0.115294,300,300
fomc,deepseek,ppipp,50,264.0,0.311808,0.005485,-0.22467,0.114399,300,300
fomc,deepseek,ppipp,50,368.0,0.307854,0.005337,0.08782,0.115877,300,300
fomc,deepseek,ppipp,50,513.0,0.306117,0.00526,0.047065,0.12406,300,300
fomc,deepseek,ppipp,50,715.0,0.306983,0.005403,-0.068079,0.114492,300,300
fomc,deepseek,ppipp,50,997.0,0.293839,0.005048,-0.021457,0.108183,300,300
