dataset,llm,method,n_expert,sRMSE_beta2,sRMSE_beta2_se,bias_beta2,bias_beta2_se,sRMSE_eucl,sRMSE_eucl_se,n_reps,n_valid,phase
fomc,deepseek,llm_only,,0.057321,0.0,-0.057321,0.0,0.738666,0.0,300,300,low_variance
fomc,deepseek,expert_only,20.0,4.011563,0.20416,1.894253,0.20416,4.435068,0.173097,300,300,low_variance
fomc,deepseek,expert_only,26.0,3.536688,0.180122,1.665835,0.180122,3.907965,0.169586,300,300,low_variance
fomc,deepseek,expert_only,33.0,2.79575,0.151215,0.977993,0.151215,3.107546,0.141699,300,300,low_variance
fomc,deepseek,expert_only,43.0,2.415096,0.130982,0.828152,0.130982,2.679496,0.127366,300,300,low_variance
fomc,deepseek,expert_only,56.0,1.39925,0.078096,0.358081,0.078096,1.588534,0.074034,300,300,low_variance
fomc,deepseek,expert_only,72.0,1.126431,0.063615,0.234037,0.063615,1.272153,0.059737,300,300,low_variance
fomc,deepseek,expert_only,93.0,0.536352,0.030658,0.075496,0.030658,0.666581,0.024721,300,300,low_variance
fomc,deepseek,expert_only,120.0,0.404612,0.02326,0.037443,0.02326,0.510338,0.014537,300,300,low_variance
fomc,deepseek,expert_only,155.0,0.333434,0.019172,0.030138,0.019172,0.415601,0.011698,300,300,low_variance
fomc,deepseek,expert_only,200.0,0.289803,0.016456,0.052385,0.016456,0.365403,0.010271,300,300,low_variance
fomc,deepseek,dsl,20.0,4.467683,0.238703,1.69305,0.238703,4.913969,0.229625,300,300,low_variance
fomc,deepseek,dsl,26.0,4.304209,0.226235,1.780863,0.226235,4.701691,0.223593,300,300,low_variance
fomc,deepseek,dsl,33.0,2.56533,0.141861,0.737274,0.141861,2.820071,0.140412,300,300,low_variance
fomc,deepseek,dsl,43.0,1.714833,0.096604,0.375469,0.096604,1.903117,0.095119,300,300,low_variance
fomc,deepseek,dsl,56.0,1.56842,0.089012,0.288096,0.089012,1.752445,0.089981,300,300,low_variance
fomc,deepseek,dsl,72.0,1.438223,0.081509,0.274495,0.081509,1.584517,0.080974,300,300,low_variance
fomc,deepseek,dsl,93.0,0.813994,0.046482,0.12003,0.046482,0.943725,0.045774,300,300,low_variance
fomc,deepseek,dsl,120.0,0.360743,0.0207,0.039931,0.0207,0.451056,0.0135,300,300,low_variance
fomc,deepseek,dsl,155.0,0.296342,0.017051,0.024419,0.017051,0.365641,0.01089,300,300,low_variance
fomc,deepseek,dsl,200.0,0.277691,0.015769,0.050143,0.015769,0.335896,0.009836,300,300,low_variance
fomc,deepseek,ppi,20.0,5.024791116775274e+29,2.881958535644205e+28,5.757349769696396e+28,2.881958535644205e+28,5.430611250944768e+29,3.1144610588702514e+28,300,300,low_variance
fomc,deepseek,ppi,26.0,5.270440467806133e+29,3.035953566491771e+28,3.5566915948139645e+28,3.035953566491771e+28,5.790828557515169e+29,3.3357202298737492e+28,300,300,low_variance
fomc,deepseek,ppi,33.0,1.0622585635257541e+29,6.109676684628273e+27,9.245961314589369e+27,6.109676684628273e+27,1.177777411455356e+29,6.774269593512216e+27,300,300,low_variance
