dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
fomc,deepseek,llm_only,200,,3.145176,0.0,-1.03945,0.0,300,300,full_logistic
fomc,deepseek,expert_only,200,239.0,2.391001,0.05977,0.111843,0.054809,300,300,full_logistic
fomc,deepseek,expert_only,200,286.0,2.493901,0.061165,0.083743,0.058257,300,300,full_logistic
fomc,deepseek,expert_only,200,342.0,2.575045,0.066799,0.026673,0.059021,300,300,full_logistic
fomc,deepseek,expert_only,200,408.0,2.38037,0.058861,0.094654,0.052416,300,300,full_logistic
fomc,deepseek,expert_only,200,488.0,2.467539,0.064438,0.137013,0.056236,300,300,full_logistic
fomc,deepseek,expert_only,200,584.0,2.446147,0.060144,0.069611,0.056814,300,300,full_logistic
fomc,deepseek,expert_only,200,698.0,2.457954,0.057443,0.098799,0.057073,300,300,full_logistic
fomc,deepseek,expert_only,200,834.0,2.375612,0.055697,0.077216,0.05392,300,300,full_logistic
fomc,deepseek,expert_only,200,997.0,2.452261,0.056317,0.059501,0.059003,300,300,full_logistic
fomc,deepseek,dsl,200,239.0,2.116849,0.05216,0.051936,0.047406,300,300,full_logistic
fomc,deepseek,dsl,200,286.0,2.21128,0.052322,0.025421,0.049971,300,300,full_logistic
fomc,deepseek,dsl,200,342.0,2.148822,0.050974,-0.03211,0.049989,300,300,full_logistic
fomc,deepseek,dsl,200,408.0,2.085096,0.049812,0.02911,0.046674,300,300,full_logistic
fomc,deepseek,dsl,200,488.0,2.00319,0.048136,0.062619,0.044472,300,300,full_logistic
fomc,deepseek,dsl,200,584.0,1.998164,0.048112,0.034935,0.045162,300,300,full_logistic
fomc,deepseek,dsl,200,698.0,1.969647,0.042183,0.026716,0.046115,300,300,full_logistic
fomc,deepseek,dsl,200,834.0,1.93878,0.043317,0.056307,0.044245,300,300,full_logistic
fomc,deepseek,dsl,200,997.0,1.856682,0.038475,-0.04779,0.042837,300,300,full_logistic
fomc,deepseek,ppi,200,239.0,12.544587,0.448893,2.147067,0.329449,300,300,full_logistic
fomc,deepseek,ppi,200,286.0,5.886501,0.172392,0.599044,0.143164,300,300,full_logistic
fomc,deepseek,ppi,200,342.0,4.445823,0.123884,0.243358,0.107742,300,300,full_logistic
fomc,deepseek,ppi,200,408.0,3.96874,0.109973,0.246592,0.089384,300,300,full_logistic
fomc,deepseek,ppi,200,488.0,3.331654,0.078196,0.213768,0.075545,300,300,full_logistic
fomc,deepseek,ppi,200,584.0,3.078468,0.074453,0.144878,0.069239,300,300,full_logistic
fomc,deepseek,ppi,200,698.0,2.93597,0.070515,0.13489,0.065666,300,300,full_logistic
fomc,deepseek,ppi,200,834.0,2.849006,0.069892,0.187402,0.063226,300,300,full_logistic
fomc,deepseek,ppi,200,997.0,2.546198,0.05947,-0.047099,0.058011,300,300,full_logistic
fomc,deepseek,ppipp,200,239.0,2.181394,0.053882,0.050269,0.049791,300,300,full_logistic
fomc,deepseek,ppipp,200,286.0,2.266031,0.054267,0.026046,0.052359,300,300,full_logistic
fomc,deepseek,ppipp,200,342.0,2.269148,0.057054,-0.037376,0.052514,300,300,full_logistic
fomc,deepseek,ppipp,200,408.0,2.103755,0.050385,0.023754,0.046407,300,300,full_logistic
fomc,deepseek,ppipp,200,488.0,2.129722,0.053951,0.063512,0.04831,300,300,full_logistic
fomc,deepseek,ppipp,200,584.0,2.094012,0.051004,0.006924,0.048882,300,300,full_logistic
fomc,deepseek,ppipp,200,698.0,2.081977,0.045885,0.025618,0.048648,300,300,full_logistic
fomc,deepseek,ppipp,200,834.0,2.016462,0.04541,0.014307,0.045932,300,300,full_logistic
fomc,deepseek,ppipp,200,997.0,2.017901,0.043471,-0.034442,0.048333,300,300,full_logistic
