dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
fomc,llama,llm_only,200,,2.649804,0.0,-1.046499,0.0,300,300,full_logistic
fomc,llama,expert_only,200,239.0,2.391001,0.05977,0.111843,0.054809,300,300,full_logistic
fomc,llama,expert_only,200,286.0,2.493901,0.061165,0.083743,0.058257,300,300,full_logistic
fomc,llama,expert_only,200,342.0,2.575045,0.066799,0.026673,0.059021,300,300,full_logistic
fomc,llama,expert_only,200,408.0,2.38037,0.058861,0.094654,0.052416,300,300,full_logistic
fomc,llama,expert_only,200,488.0,2.467539,0.064438,0.137013,0.056236,300,300,full_logistic
fomc,llama,expert_only,200,584.0,2.446147,0.060144,0.069611,0.056814,300,300,full_logistic
fomc,llama,expert_only,200,698.0,2.457954,0.057443,0.098799,0.057073,300,300,full_logistic
fomc,llama,expert_only,200,834.0,2.375612,0.055697,0.077216,0.05392,300,300,full_logistic
fomc,llama,expert_only,200,997.0,2.452261,0.056317,0.059501,0.059003,300,300,full_logistic
fomc,llama,dsl,200,239.0,2.153897,0.053642,0.027056,0.048949,300,300,full_logistic
fomc,llama,dsl,200,286.0,2.252792,0.054557,0.018673,0.052767,300,300,full_logistic
fomc,llama,dsl,200,342.0,2.242008,0.056152,-0.035104,0.050585,300,300,full_logistic
fomc,llama,dsl,200,408.0,2.099074,0.048471,0.059818,0.048155,300,300,full_logistic
fomc,llama,dsl,200,488.0,2.112361,0.051258,0.083669,0.046873,300,300,full_logistic
fomc,llama,dsl,200,584.0,2.1005,0.049178,0.026529,0.04842,300,300,full_logistic
fomc,llama,dsl,200,698.0,2.0745,0.049743,0.03924,0.050818,300,300,full_logistic
fomc,llama,dsl,200,834.0,2.043277,0.046121,0.049354,0.046892,300,300,full_logistic
fomc,llama,dsl,200,997.0,2.059103,0.045112,-0.018054,0.047499,300,300,full_logistic
fomc,llama,ppi,200,239.0,13.280307,0.482091,1.614718,0.332612,300,300,full_logistic
fomc,llama,ppi,200,286.0,6.01501,0.168682,0.461741,0.148047,300,300,full_logistic
fomc,llama,ppi,200,342.0,4.939258,0.155664,0.288541,0.120828,300,300,full_logistic
fomc,llama,ppi,200,408.0,4.506532,0.139546,0.446054,0.109826,300,300,full_logistic
fomc,llama,ppi,200,488.0,3.814316,0.108454,0.32272,0.085565,300,300,full_logistic
fomc,llama,ppi,200,584.0,3.352388,0.083438,0.150416,0.080276,300,300,full_logistic
fomc,llama,ppi,200,698.0,3.227408,0.085529,0.19657,0.075347,300,300,full_logistic
fomc,llama,ppi,200,834.0,3.246728,0.085205,0.217826,0.072734,300,300,full_logistic
fomc,llama,ppi,200,997.0,2.870309,0.06772,0.013979,0.064873,300,300,full_logistic
fomc,llama,ppipp,200,239.0,2.199743,0.054178,0.045338,0.050395,300,300,full_logistic
fomc,llama,ppipp,200,286.0,2.28571,0.055149,0.02189,0.053746,300,300,full_logistic
fomc,llama,ppipp,200,342.0,2.318636,0.058599,-0.028853,0.052878,300,300,full_logistic
fomc,llama,ppipp,200,408.0,2.128597,0.050767,0.038893,0.047615,300,300,full_logistic
fomc,llama,ppipp,200,488.0,2.194093,0.056503,0.070624,0.049687,300,300,full_logistic
fomc,llama,ppipp,200,584.0,2.153952,0.051299,0.006607,0.050198,300,300,full_logistic
fomc,llama,ppipp,200,698.0,2.14461,0.049711,0.031718,0.050756,300,300,full_logistic
fomc,llama,ppipp,200,834.0,2.080807,0.047703,0.019488,0.047269,300,300,full_logistic
fomc,llama,ppipp,200,997.0,2.13339,0.047122,-0.012364,0.05085,300,300,full_logistic
