dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
cuad,mistral,llm_only,100,,0.62533,0.0,-0.200662,0.0,300,300,full_logistic
cuad,mistral,expert_only,100,129.0,2.025717,0.068865,0.410931,0.047387,300,300,full_logistic
cuad,mistral,expert_only,100,167.0,2.161447,0.077946,0.337042,0.053201,300,300,full_logistic
cuad,mistral,expert_only,100,215.0,2.445567,0.094518,0.363457,0.059547,300,300,full_logistic
cuad,mistral,expert_only,100,278.0,2.235869,0.084364,0.364895,0.050134,300,300,full_logistic
cuad,mistral,expert_only,100,359.0,2.060007,0.070023,0.297829,0.047392,300,300,full_logistic
cuad,mistral,expert_only,100,463.0,2.270171,0.087125,0.358603,0.056909,300,300,full_logistic
cuad,mistral,expert_only,100,598.0,2.043986,0.071829,0.283901,0.049629,300,300,full_logistic
cuad,mistral,expert_only,100,772.0,2.214486,0.080793,0.272663,0.056654,300,300,full_logistic
cuad,mistral,expert_only,100,997.0,2.077529,0.071368,0.287115,0.051037,300,300,full_logistic
cuad,mistral,dsl,100,129.0,1.525462,0.050218,-0.290422,0.031491,300,300,full_logistic
cuad,mistral,dsl,100,167.0,1.31878,0.03427,-0.350721,0.02836,300,300,full_logistic
cuad,mistral,dsl,100,215.0,1.250114,0.029502,-0.413774,0.025167,300,300,full_logistic
cuad,mistral,dsl,100,278.0,1.115267,0.025411,-0.400672,0.020455,300,300,full_logistic
cuad,mistral,dsl,100,359.0,1.112227,0.022758,-0.460751,0.020766,300,300,full_logistic
cuad,mistral,dsl,100,463.0,1.042642,0.019238,-0.469317,0.019692,300,300,full_logistic
cuad,mistral,dsl,100,598.0,1.051167,0.018478,-0.496683,0.018334,300,300,full_logistic
cuad,mistral,dsl,100,772.0,1.044063,0.018995,-0.515883,0.017529,300,300,full_logistic
cuad,mistral,dsl,100,997.0,0.985594,0.01675,-0.496482,0.015166,300,300,full_logistic
cuad,mistral,ppi,100,129.0,5.292152,0.190305,0.609358,0.125603,300,300,full_logistic
cuad,mistral,ppi,100,167.0,3.365825,0.121733,0.129584,0.082269,300,300,full_logistic
cuad,mistral,ppi,100,215.0,2.269365,0.079459,-0.120916,0.05479,300,300,full_logistic
cuad,mistral,ppi,100,278.0,1.52029,0.0459,-0.113529,0.037831,300,300,full_logistic
cuad,mistral,ppi,100,359.0,1.405423,0.039603,-0.228744,0.036292,300,300,full_logistic
cuad,mistral,ppi,100,463.0,1.299354,0.038678,-0.257635,0.031457,300,300,full_logistic
cuad,mistral,ppi,100,598.0,1.179149,0.034657,-0.262201,0.028953,300,300,full_logistic
cuad,mistral,ppi,100,772.0,1.187552,0.036982,-0.28601,0.028783,300,300,full_logistic
cuad,mistral,ppi,100,997.0,0.991664,0.027051,-0.252823,0.023672,300,300,full_logistic
cuad,mistral,ppipp,100,129.0,1.350112,0.043063,-0.091156,0.029448,300,300,full_logistic
cuad,mistral,ppipp,100,167.0,1.3301,0.040652,-0.129691,0.031063,300,300,full_logistic
cuad,mistral,ppipp,100,215.0,1.347925,0.042371,-0.16515,0.030312,300,300,full_logistic
cuad,mistral,ppipp,100,278.0,1.258266,0.041051,-0.14352,0.026606,300,300,full_logistic
cuad,mistral,ppipp,100,359.0,1.173445,0.032661,-0.189382,0.025143,300,300,full_logistic
cuad,mistral,ppipp,100,463.0,1.212092,0.040811,-0.177313,0.028593,300,300,full_logistic
cuad,mistral,ppipp,100,598.0,1.105878,0.030378,-0.215142,0.024059,300,300,full_logistic
cuad,mistral,ppipp,100,772.0,1.134782,0.030651,-0.23027,0.025072,300,300,full_logistic
cuad,mistral,ppipp,100,997.0,1.027349,0.025983,-0.219367,0.022519,300,300,full_logistic
