dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
fomc,claude,llm_only,100,,3.108733,0.0,1.216721,0.0,300,300,full_logistic
fomc,claude,expert_only,100,129.0,4.098749,0.105454,0.060204,0.092187,300,300,full_logistic
fomc,claude,expert_only,100,167.0,3.987797,0.102083,0.141668,0.087777,300,300,full_logistic
fomc,claude,expert_only,100,215.0,4.218945,0.106296,0.378853,0.097157,300,300,full_logistic
fomc,claude,expert_only,100,278.0,4.113344,0.11673,0.206892,0.093866,300,300,full_logistic
fomc,claude,expert_only,100,359.0,4.124083,0.107837,0.36528,0.096232,300,300,full_logistic
fomc,claude,expert_only,100,463.0,3.973075,0.098643,0.211667,0.086027,300,300,full_logistic
fomc,claude,expert_only,100,598.0,4.12114,0.11294,0.233314,0.096368,300,300,full_logistic
fomc,claude,expert_only,100,772.0,4.335131,0.121168,0.317907,0.097038,300,300,full_logistic
fomc,claude,expert_only,100,997.0,3.971282,0.098701,0.256057,0.088884,300,300,full_logistic
fomc,claude,dsl,100,129.0,3.376274,0.077801,-0.070457,0.076558,300,300,full_logistic
fomc,claude,dsl,100,167.0,3.122251,0.068499,-0.000408,0.074178,300,300,full_logistic
fomc,claude,dsl,100,215.0,3.172991,0.073744,0.193639,0.072992,300,300,full_logistic
fomc,claude,dsl,100,278.0,3.010458,0.072645,0.04093,0.065148,300,300,full_logistic
fomc,claude,dsl,100,359.0,2.957476,0.072469,0.172869,0.072814,300,300,full_logistic
fomc,claude,dsl,100,463.0,2.930824,0.07032,0.108335,0.065,300,300,full_logistic
fomc,claude,dsl,100,598.0,2.857054,0.068178,0.087982,0.065474,300,300,full_logistic
fomc,claude,dsl,100,772.0,2.87672,0.070797,0.058515,0.063102,300,300,full_logistic
fomc,claude,dsl,100,997.0,2.819738,0.065274,0.102261,0.064343,300,300,full_logistic
fomc,claude,ppi,100,129.0,18.319098,0.757265,-0.387973,0.418868,300,300,full_logistic
fomc,claude,ppi,100,167.0,7.192719,0.222456,0.325401,0.174201,300,300,full_logistic
fomc,claude,ppi,100,215.0,5.629963,0.152842,0.249639,0.128096,300,300,full_logistic
fomc,claude,ppi,100,278.0,4.59696,0.118268,0.107044,0.106234,300,300,full_logistic
fomc,claude,ppi,100,359.0,4.231663,0.113892,0.174997,0.104387,300,300,full_logistic
fomc,claude,ppi,100,463.0,4.100371,0.111299,0.118541,0.096372,300,300,full_logistic
fomc,claude,ppi,100,598.0,3.883326,0.103038,0.17184,0.086644,300,300,full_logistic
fomc,claude,ppi,100,772.0,3.688696,0.092145,0.069405,0.082731,300,300,full_logistic
fomc,claude,ppi,100,997.0,3.823826,0.114349,0.197526,0.091457,300,300,full_logistic
fomc,claude,ppipp,100,129.0,3.560745,0.083992,-0.047054,0.081262,300,300,full_logistic
fomc,claude,ppipp,100,167.0,3.325248,0.075984,0.02836,0.075569,300,300,full_logistic
fomc,claude,ppipp,100,215.0,3.472822,0.082838,0.254684,0.078808,300,300,full_logistic
fomc,claude,ppipp,100,278.0,3.315455,0.086813,0.082784,0.074302,300,300,full_logistic
fomc,claude,ppipp,100,359.0,3.262394,0.080114,0.222334,0.077805,300,300,full_logistic
fomc,claude,ppipp,100,463.0,3.138767,0.073155,0.105256,0.068113,300,300,full_logistic
fomc,claude,ppipp,100,598.0,3.140108,0.079298,0.11286,0.073193,300,300,full_logistic
fomc,claude,ppipp,100,772.0,3.308807,0.08742,0.161901,0.071534,300,300,full_logistic
fomc,claude,ppipp,100,997.0,3.077485,0.071917,0.14498,0.069315,300,300,full_logistic
