dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
cuad,deepseek,llm_only,100,,0.338834,0.0,-0.265734,0.0,300,300,full_logistic
cuad,deepseek,expert_only,100,129.0,11.863449,0.506135,1.391885,0.274601,300,300,full_logistic
cuad,deepseek,expert_only,100,167.0,10.919555,0.45471,0.978323,0.253113,300,300,full_logistic
cuad,deepseek,expert_only,100,215.0,11.843249,0.481882,0.729393,0.277594,300,300,full_logistic
cuad,deepseek,expert_only,100,278.0,13.165814,0.564787,1.637008,0.300193,300,300,full_logistic
cuad,deepseek,expert_only,100,359.0,11.323979,0.456414,1.031016,0.263313,300,300,full_logistic
cuad,deepseek,expert_only,100,463.0,11.516829,0.473348,1.123973,0.264309,300,300,full_logistic
cuad,deepseek,expert_only,100,598.0,14.077046,0.619774,1.466943,0.322919,300,300,full_logistic
cuad,deepseek,expert_only,100,772.0,12.654163,0.543807,1.63687,0.285301,300,300,full_logistic
cuad,deepseek,expert_only,100,997.0,10.146747,0.418695,0.738687,0.236548,300,300,full_logistic
cuad,deepseek,dsl,100,129.0,8.854832,0.380927,0.612181,0.200363,300,300,full_logistic
cuad,deepseek,dsl,100,167.0,6.279846,0.25901,0.03133,0.144609,300,300,full_logistic
cuad,deepseek,dsl,100,215.0,5.642533,0.210604,-0.09693,0.130684,300,300,full_logistic
cuad,deepseek,dsl,100,278.0,4.710013,0.167309,0.030093,0.106483,300,300,full_logistic
cuad,deepseek,dsl,100,359.0,4.148589,0.137032,-0.19052,0.094863,300,300,full_logistic
cuad,deepseek,dsl,100,463.0,3.503066,0.118464,-0.267749,0.079976,300,300,full_logistic
cuad,deepseek,dsl,100,598.0,3.151856,0.107514,-0.372006,0.07248,300,300,full_logistic
cuad,deepseek,dsl,100,772.0,2.904908,0.09357,-0.361799,0.066645,300,300,full_logistic
cuad,deepseek,dsl,100,997.0,2.41845,0.077323,-0.406827,0.054879,300,300,full_logistic
cuad,deepseek,ppi,100,129.0,31.252834,1.264686,4.457504,0.693919,300,300,full_logistic
cuad,deepseek,ppi,100,167.0,16.115411,0.706034,1.57242,0.372231,300,300,full_logistic
cuad,deepseek,ppi,100,215.0,9.035043,0.373544,0.40408,0.210963,300,300,full_logistic
cuad,deepseek,ppi,100,278.0,7.181645,0.291324,0.327476,0.167994,300,300,full_logistic
cuad,deepseek,ppi,100,359.0,5.715698,0.218689,0.172298,0.135197,300,300,full_logistic
cuad,deepseek,ppi,100,463.0,4.849696,0.185103,0.04673,0.114236,300,300,full_logistic
cuad,deepseek,ppi,100,598.0,3.601344,0.116272,-0.250959,0.085526,300,300,full_logistic
cuad,deepseek,ppi,100,772.0,3.335846,0.119338,-0.251653,0.079261,300,300,full_logistic
cuad,deepseek,ppi,100,997.0,2.710423,0.093313,-0.130219,0.066465,300,300,full_logistic
cuad,deepseek,ppipp,100,129.0,8.243559,0.341028,0.602193,0.189495,300,300,full_logistic
cuad,deepseek,ppipp,100,167.0,6.711853,0.263834,0.216822,0.155695,300,300,full_logistic
cuad,deepseek,ppipp,100,215.0,6.634424,0.247836,0.056801,0.155515,300,300,full_logistic
cuad,deepseek,ppipp,100,278.0,6.390823,0.247307,0.436432,0.146151,300,300,full_logistic
cuad,deepseek,ppipp,100,359.0,5.816458,0.214743,0.075056,0.135484,300,300,full_logistic
cuad,deepseek,ppipp,100,463.0,4.973565,0.175808,0.041053,0.115985,300,300,full_logistic
cuad,deepseek,ppipp,100,598.0,6.128692,0.254891,0.126588,0.142827,300,300,full_logistic
cuad,deepseek,ppipp,100,772.0,5.54293,0.225018,0.244717,0.127256,300,300,full_logistic
cuad,deepseek,ppipp,100,997.0,4.556099,0.170039,-0.095831,0.106653,300,300,full_logistic
