dataset,llm,method,n_expert,N_total,sRMSE,sRMSE_se,bias,bias_se,n_reps,n_valid,phase
cuad,deepseek,llm_only,50,,0.061224,0.0,-0.061224,0.0,300,300,prevalence
cuad,deepseek,expert_only,50,70.0,0.148218,0.008557,-0.000423,0.008557,300,300,prevalence
cuad,deepseek,expert_only,50,97.0,0.135516,0.007768,-0.016158,0.007768,300,300,prevalence
cuad,deepseek,expert_only,50,136.0,0.137029,0.007906,0.005274,0.007906,300,300,prevalence
cuad,deepseek,expert_only,50,189.0,0.130273,0.007521,0.000798,0.007521,300,300,prevalence
cuad,deepseek,expert_only,50,264.0,0.137388,0.007906,-0.011139,0.007906,300,300,prevalence
cuad,deepseek,expert_only,50,368.0,0.130399,0.007528,-0.000965,0.007528,300,300,prevalence
cuad,deepseek,expert_only,50,513.0,0.147439,0.0085,-0.008019,0.0085,300,300,prevalence
cuad,deepseek,expert_only,50,715.0,0.144685,0.008325,-0.011953,0.008325,300,300,prevalence
cuad,deepseek,expert_only,50,997.0,0.140067,0.008066,-0.009918,0.008066,300,300,prevalence
cuad,deepseek,dsl,50,70.0,0.129607,0.007482,-0.001653,0.007482,300,300,prevalence
cuad,deepseek,dsl,50,97.0,0.107575,0.006197,-0.007113,0.006197,300,300,prevalence
cuad,deepseek,dsl,50,136.0,0.092966,0.005364,-0.003262,0.005364,300,300,prevalence
cuad,deepseek,dsl,50,189.0,0.088172,0.005088,0.002571,0.005088,300,300,prevalence
cuad,deepseek,dsl,50,264.0,0.078201,0.004512,-0.002645,0.004512,300,300,prevalence
cuad,deepseek,dsl,50,368.0,0.07178,0.004144,-0.000392,0.004144,300,300,prevalence
cuad,deepseek,dsl,50,513.0,0.070848,0.00409,0.00023,0.00409,300,300,prevalence
cuad,deepseek,dsl,50,715.0,0.066837,0.003859,0.000757,0.003859,300,300,prevalence
cuad,deepseek,dsl,50,997.0,0.067687,0.003908,-0.000982,0.003908,300,300,prevalence
cuad,deepseek,ppi,50,70.0,0.130505,0.007533,-0.002411,0.007533,300,300,prevalence
cuad,deepseek,ppi,50,97.0,0.108759,0.006258,-0.008943,0.006258,300,300,prevalence
cuad,deepseek,ppi,50,136.0,0.095054,0.00548,-0.005018,0.00548,300,300,prevalence
cuad,deepseek,ppi,50,189.0,0.088161,0.00509,0.000257,0.00509,300,300,prevalence
cuad,deepseek,ppi,50,264.0,0.07984,0.004599,-0.005332,0.004599,300,300,prevalence
cuad,deepseek,ppi,50,368.0,0.073735,0.004254,-0.003011,0.004254,300,300,prevalence
cuad,deepseek,ppi,50,513.0,0.072001,0.004152,-0.003488,0.004152,300,300,prevalence
cuad,deepseek,ppi,50,715.0,0.067362,0.003886,-0.002792,0.003886,300,300,prevalence
cuad,deepseek,ppi,50,997.0,0.067119,0.003866,-0.004658,0.003866,300,300,prevalence
cuad,deepseek,ppipp,50,70.0,0.134686,0.007776,-0.001206,0.007776,300,300,prevalence
cuad,deepseek,ppipp,50,97.0,0.114067,0.006549,-0.012003,0.006549,300,300,prevalence
cuad,deepseek,ppipp,50,136.0,0.105264,0.006077,0.000541,0.006077,300,300,prevalence
cuad,deepseek,ppipp,50,189.0,0.098118,0.005664,0.001129,0.005664,300,300,prevalence
cuad,deepseek,ppipp,50,264.0,0.095937,0.005524,-0.007103,0.005524,300,300,prevalence
cuad,deepseek,ppipp,50,368.0,0.089299,0.005155,-0.001045,0.005155,300,300,prevalence
cuad,deepseek,ppipp,50,513.0,0.096261,0.005552,-0.004464,0.005552,300,300,prevalence
cuad,deepseek,ppipp,50,715.0,0.092494,0.005328,-0.006161,0.005328,300,300,prevalence
cuad,deepseek,ppipp,50,997.0,0.088542,0.005099,-0.006211,0.005099,300,300,prevalence
