dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
misogynistic,gpt54,llm_only,,0.861146,0.0,-1.975104,0.0,300,300,full_logistic
misogynistic,gpt54,expert_only,26.0,0.875978,0.013612,3.149655,0.382083,300,300,full_logistic
misogynistic,gpt54,expert_only,72.0,0.606718,0.011969,2.36205,0.280057,300,300,full_logistic
misogynistic,gpt54,expert_only,200.0,0.329141,0.006398,0.602043,0.126097,300,300,full_logistic
misogynistic,gpt54,dsl,26.0,0.932042,0.002558,0.005254,0.046952,300,300,full_logistic
misogynistic,gpt54,dsl,72.0,0.919202,0.001285,0.009424,0.025496,300,300,full_logistic
misogynistic,gpt54,dsl,200.0,0.917826,0.000743,0.000744,0.013948,300,300,full_logistic
misogynistic,gpt54,ppi,26.0,0.937841,0.012152,0.970546,0.236749,300,300,full_logistic
misogynistic,gpt54,ppi,72.0,0.87118,0.005834,0.651185,0.127804,300,300,full_logistic
misogynistic,gpt54,ppi,200.0,0.863549,0.003672,0.137482,0.055202,300,300,full_logistic
