dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
cuad,gpt54,ppipp,20,0.569025,0.01537,0.780759,0.239089,300,300,full_logistic
cuad,gpt54,ppipp,26,0.498822,0.013199,0.83272,0.209914,300,300,full_logistic
cuad,gpt54,ppipp,33,0.444553,0.010616,0.533319,0.151196,300,300,full_logistic
cuad,gpt54,ppipp,43,0.402776,0.009395,0.184768,0.113884,300,300,full_logistic
cuad,gpt54,ppipp,56,0.366221,0.008085,0.02891,0.100355,300,300,full_logistic
cuad,gpt54,ppipp,72,0.335768,0.007878,-0.03764,0.068546,300,300,full_logistic
cuad,gpt54,ppipp,93,0.333823,0.007579,-0.065853,0.058803,300,300,full_logistic
cuad,gpt54,ppipp,120,0.30356,0.006754,-0.133085,0.050761,300,300,full_logistic
cuad,gpt54,ppipp,155,0.296818,0.005928,-0.165589,0.040681,300,300,full_logistic
cuad,gpt54,ppipp,200,0.292598,0.005729,-0.20763,0.031419,300,300,full_logistic
