dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
cuad,gpt54,llm_only,50,,0.545611,0.0,-0.338777,0.0,300,300,full_logistic
cuad,gpt54,expert_only,50,70.0,31.932435,1.3628,5.146381,0.70665,300,300,full_logistic
cuad,gpt54,expert_only,50,97.0,30.233233,1.312679,3.208171,0.704794,300,300,full_logistic
cuad,gpt54,expert_only,50,136.0,26.301399,1.167012,3.202473,0.604612,300,300,full_logistic
cuad,gpt54,expert_only,50,189.0,30.878446,1.427779,3.372308,0.71145,300,300,full_logistic
cuad,gpt54,expert_only,50,264.0,29.995672,1.328296,3.627453,0.679344,300,300,full_logistic
cuad,gpt54,expert_only,50,368.0,28.733547,1.204381,3.835126,0.648266,300,300,full_logistic
cuad,gpt54,expert_only,50,513.0,26.311017,1.158159,3.66663,0.605392,300,300,full_logistic
cuad,gpt54,expert_only,50,715.0,28.125519,1.246526,3.956613,0.646524,300,300,full_logistic
cuad,gpt54,expert_only,50,997.0,28.894829,1.300497,2.541281,0.680533,300,300,full_logistic
cuad,gpt54,dsl,50,70.0,16.98383,0.746656,2.182631,0.371177,300,300,full_logistic
cuad,gpt54,dsl,50,97.0,12.040402,0.526224,0.995637,0.270046,300,300,full_logistic
cuad,gpt54,dsl,50,136.0,8.044128,0.332965,0.240644,0.185793,300,300,full_logistic
cuad,gpt54,dsl,50,189.0,7.673973,0.309095,0.328243,0.174986,300,300,full_logistic
cuad,gpt54,dsl,50,264.0,6.608277,0.277515,0.000653,0.153355,300,300,full_logistic
cuad,gpt54,dsl,50,368.0,5.259076,0.197717,-0.197623,0.123376,300,300,full_logistic
cuad,gpt54,dsl,50,513.0,4.672841,0.173513,-0.310114,0.110179,300,300,full_logistic
cuad,gpt54,dsl,50,715.0,3.883004,0.137777,-0.322816,0.092601,300,300,full_logistic
cuad,gpt54,dsl,50,997.0,3.855527,0.138484,-0.415845,0.091169,300,300,full_logistic
cuad,gpt54,ppi,50,70.0,49.554767,2.05099,8.020842,1.099659,300,300,full_logistic
cuad,gpt54,ppi,50,97.0,26.02126,1.147047,3.734019,0.579241,300,300,full_logistic
cuad,gpt54,ppi,50,136.0,15.352827,0.698554,1.078633,0.360632,300,300,full_logistic
cuad,gpt54,ppi,50,189.0,10.79194,0.451073,0.707772,0.251821,300,300,full_logistic
cuad,gpt54,ppi,50,264.0,9.523317,0.433626,0.430411,0.227953,300,300,full_logistic
cuad,gpt54,ppi,50,368.0,5.317184,0.19513,0.056227,0.129438,300,300,full_logistic
cuad,gpt54,ppi,50,513.0,5.009594,0.179459,-0.149752,0.123615,300,300,full_logistic
cuad,gpt54,ppi,50,715.0,4.221035,0.155219,-0.168961,0.106296,300,300,full_logistic
cuad,gpt54,ppi,50,997.0,3.882807,0.139159,-0.017414,0.097813,300,300,full_logistic
cuad,gpt54,ppipp,50,70.0,16.490793,0.673448,2.183236,0.363757,300,300,full_logistic
cuad,gpt54,ppipp,50,97.0,13.975235,0.576897,1.122489,0.320873,300,300,full_logistic
cuad,gpt54,ppipp,50,136.0,11.025839,0.467432,0.645917,0.25577,300,300,full_logistic
cuad,gpt54,ppipp,50,189.0,10.415003,0.425943,0.808723,0.238772,300,300,full_logistic
cuad,gpt54,ppipp,50,264.0,9.688883,0.389614,0.59805,0.222031,300,300,full_logistic
cuad,gpt54,ppipp,50,368.0,9.702538,0.369348,0.797553,0.222837,300,300,full_logistic
cuad,gpt54,ppipp,50,513.0,10.444193,0.455853,0.728326,0.243737,300,300,full_logistic
cuad,gpt54,ppipp,50,715.0,9.312948,0.378361,0.58844,0.218896,300,300,full_logistic
cuad,gpt54,ppipp,50,997.0,9.685745,0.417743,0.360891,0.227219,300,300,full_logistic
