dataset,llm,method,n_expert,sRMSE_beta2,sRMSE_beta2_se,bias_beta2,bias_beta2_se,sRMSE_eucl,sRMSE_eucl_se,n_reps,n_valid,phase
misogynistic,deepseek,llm_only,,0.038648,0.0,0.038648,0.0,3.200372,0.0,300,300,low_variance
misogynistic,deepseek,expert_only,20.0,15.311655,0.863962,3.243075,0.863962,16.343223,0.656162,300,300,low_variance
misogynistic,deepseek,expert_only,26.0,12.211674,0.682694,3.050174,0.682694,13.03288,0.52418,300,300,low_variance
misogynistic,deepseek,expert_only,33.0,10.022474,0.553146,2.942589,0.553146,10.798995,0.407574,300,300,low_variance
misogynistic,deepseek,expert_only,43.0,7.096256,0.386725,2.34306,0.386725,7.67834,0.285886,300,300,low_variance
misogynistic,deepseek,expert_only,56.0,5.597825,0.295247,2.276918,0.295247,6.134752,0.210954,300,300,low_variance
misogynistic,deepseek,expert_only,72.0,5.018053,0.267778,1.915563,0.267778,5.563858,0.208984,300,300,low_variance
misogynistic,deepseek,expert_only,93.0,4.152079,0.221075,1.605463,0.221075,4.537749,0.165159,300,300,low_variance
misogynistic,deepseek,expert_only,120.0,3.007935,0.16886,0.702523,0.16886,3.407905,0.116813,300,300,low_variance
misogynistic,deepseek,expert_only,155.0,2.517026,0.138092,0.783969,0.138092,2.886027,0.097207,300,300,low_variance
misogynistic,deepseek,expert_only,200.0,1.969906,0.109967,0.502695,0.109967,2.277224,0.073037,300,300,low_variance
misogynistic,deepseek,dsl,20.0,4.823062,0.278452,0.03568,0.278452,6.07867,0.195546,300,300,low_variance
misogynistic,deepseek,dsl,26.0,3.845567,0.221954,0.096392,0.221954,4.855864,0.143347,300,300,low_variance
misogynistic,deepseek,dsl,33.0,2.659812,0.152847,0.256822,0.152847,3.55987,0.108404,300,300,low_variance
misogynistic,deepseek,dsl,43.0,2.166608,0.125043,0.058638,0.125043,2.888692,0.090284,300,300,low_variance
misogynistic,deepseek,dsl,56.0,1.785259,0.102872,-0.111042,0.102872,2.386015,0.071033,300,300,low_variance
misogynistic,deepseek,dsl,72.0,1.469976,0.084868,0.007193,0.084868,2.194759,0.061479,300,300,low_variance
misogynistic,deepseek,dsl,93.0,1.259264,0.07252,0.089483,0.07252,1.775865,0.053275,300,300,low_variance
misogynistic,deepseek,dsl,120.0,1.077152,0.061882,-0.107028,0.061882,1.541726,0.042868,300,300,low_variance
misogynistic,deepseek,dsl,155.0,0.880914,0.05073,-0.062804,0.05073,1.323308,0.036531,300,300,low_variance
misogynistic,deepseek,dsl,200.0,0.719713,0.041129,-0.102549,0.041129,1.109956,0.030711,300,300,low_variance
misogynistic,deepseek,ppi,20.0,24.036909,1.385343,1.421448,1.385343,25.656353,1.374692,300,300,low_variance
misogynistic,deepseek,ppi,26.0,9.235578,0.523235,1.778635,0.523235,9.933557,0.491412,300,300,low_variance
misogynistic,deepseek,ppi,33.0,9.427178,0.538473,1.373223,0.538473,10.057206,0.501779,300,300,low_variance
misogynistic,deepseek,ppi,43.0,7.436306,0.423636,1.207694,0.423636,8.017782,0.392182,300,300,low_variance
misogynistic,deepseek,ppi,56.0,3.674658,0.211992,0.14472,0.211992,4.21478,0.171381,300,300,low_variance
misogynistic,deepseek,ppi,72.0,3.120924,0.179293,0.310497,0.179293,3.74801,0.150559,300,300,low_variance
misogynistic,deepseek,ppi,93.0,2.412509,0.136434,0.48575,0.136434,2.885291,0.108528,300,300,low_variance
misogynistic,deepseek,ppi,120.0,1.901554,0.108862,0.2462,0.108862,2.377371,0.08309,300,300,low_variance
misogynistic,deepseek,ppi,155.0,1.456702,0.083787,0.126017,0.083787,1.925632,0.064013,300,300,low_variance
misogynistic,deepseek,ppi,200.0,1.099293,0.063227,0.09561,0.063227,1.57954,0.043525,300,300,low_variance
misogynistic,deepseek,ppipp,20.0,6.156242,0.341795,1.68881,0.341795,7.268984,0.261429,300,300,low_variance
misogynistic,deepseek,ppipp,26.0,5.611095,0.311478,1.542339,0.311478,6.459018,0.230175,300,300,low_variance
misogynistic,deepseek,ppipp,33.0,4.954911,0.271597,1.556184,0.271597,5.793286,0.203781,300,300,low_variance
misogynistic,deepseek,ppipp,43.0,3.86152,0.213191,1.129684,0.213191,4.50419,0.155624,300,300,low_variance
misogynistic,deepseek,ppipp,56.0,3.144438,0.172813,0.963435,0.172813,3.703483,0.123291,300,300,low_variance
misogynistic,deepseek,ppipp,72.0,2.797634,0.153715,0.859245,0.153715,3.4152,0.119682,300,300,low_variance
misogynistic,deepseek,ppipp,93.0,2.392835,0.130549,0.782779,0.130549,2.817046,0.094212,300,300,low_variance
misogynistic,deepseek,ppipp,120.0,1.815883,0.103726,0.264069,0.103726,2.232984,0.071073,300,300,low_variance
misogynistic,deepseek,ppipp,155.0,1.554252,0.087757,0.324549,0.087757,1.944712,0.061805,300,300,low_variance
misogynistic,deepseek,ppipp,200.0,1.215378,0.069358,0.184402,0.069358,1.551166,0.045924,300,300,low_variance
