dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
misogynistic,deepseek,llm_only,100,,0.866796,0.0,-4.390955,0.0,300,300,full_logistic
misogynistic,deepseek,expert_only,100,129.0,0.490155,0.008975,1.3101,0.262729,300,300,full_logistic
misogynistic,deepseek,expert_only,100,167.0,0.490656,0.009009,1.288552,0.287789,300,300,full_logistic
misogynistic,deepseek,expert_only,100,215.0,0.499794,0.009247,0.564952,0.247712,300,300,full_logistic
misogynistic,deepseek,expert_only,100,278.0,0.503748,0.009082,0.964787,0.296555,300,300,full_logistic
misogynistic,deepseek,expert_only,100,359.0,0.481002,0.008301,1.454887,0.281969,300,300,full_logistic
misogynistic,deepseek,expert_only,100,464.0,0.495764,0.008741,0.960377,0.276837,300,300,full_logistic
misogynistic,deepseek,expert_only,100,599.0,0.501847,0.009668,0.841029,0.292536,300,300,full_logistic
misogynistic,deepseek,expert_only,100,774.0,0.49633,0.008362,1.133708,0.288134,300,300,full_logistic
misogynistic,deepseek,expert_only,100,1000.0,0.530913,0.011021,1.193616,0.314619,300,300,full_logistic
misogynistic,deepseek,dsl,100,129.0,0.854577,0.004265,0.957319,0.085959,300,300,full_logistic
misogynistic,deepseek,dsl,100,167.0,0.8535,0.004349,0.963104,0.085512,300,300,full_logistic
misogynistic,deepseek,dsl,100,215.0,0.857441,0.003907,0.816124,0.074164,300,300,full_logistic
misogynistic,deepseek,dsl,100,278.0,0.861419,0.003627,0.874803,0.086312,300,300,full_logistic
misogynistic,deepseek,dsl,100,359.0,0.874484,0.003318,0.803781,0.078835,300,300,full_logistic
misogynistic,deepseek,dsl,100,464.0,0.874098,0.003199,0.89203,0.081437,300,300,full_logistic
misogynistic,deepseek,dsl,100,599.0,0.877794,0.002851,0.739266,0.073664,300,300,full_logistic
misogynistic,deepseek,dsl,100,774.0,0.880466,0.00274,0.804395,0.077301,300,300,full_logistic
misogynistic,deepseek,dsl,100,1000.0,0.876067,0.002588,0.773304,0.077283,300,300,full_logistic
misogynistic,deepseek,ppi,100,129.0,1.20173,0.033084,11.561104,1.018051,300,300,full_logistic
misogynistic,deepseek,ppi,100,167.0,0.985234,0.024262,6.152129,0.741725,300,300,full_logistic
misogynistic,deepseek,ppi,100,215.0,1.008549,0.02432,8.050444,0.85385,300,300,full_logistic
misogynistic,deepseek,ppi,100,278.0,0.929988,0.01991,5.504029,0.703256,300,300,full_logistic
misogynistic,deepseek,ppi,100,359.0,1.00467,0.025271,5.483524,0.833139,300,300,full_logistic
misogynistic,deepseek,ppi,100,464.0,0.937076,0.019045,4.838891,0.695218,300,300,full_logistic
misogynistic,deepseek,ppi,100,599.0,0.932107,0.020027,4.812566,0.707748,300,300,full_logistic
misogynistic,deepseek,ppi,100,774.0,0.983853,0.021245,5.190642,0.779864,300,300,full_logistic
misogynistic,deepseek,ppi,100,1000.0,0.971763,0.022232,4.604954,0.748939,300,300,full_logistic
misogynistic,deepseek,ppipp,100,129.0,0.773976,0.001972,0.941675,0.113593,300,300,full_logistic
misogynistic,deepseek,ppipp,100,167.0,0.775453,0.002242,0.904063,0.121306,300,300,full_logistic
misogynistic,deepseek,ppipp,100,215.0,0.771194,0.002038,0.659361,0.104776,300,300,full_logistic
misogynistic,deepseek,ppipp,100,278.0,0.776415,0.002122,0.760018,0.11712,300,300,full_logistic
misogynistic,deepseek,ppipp,100,359.0,0.778676,0.001972,0.888971,0.115572,300,300,full_logistic
misogynistic,deepseek,ppipp,100,464.0,0.778468,0.002084,0.766547,0.113293,300,300,full_logistic
misogynistic,deepseek,ppipp,100,599.0,0.777035,0.001986,0.708673,0.114101,300,300,full_logistic
misogynistic,deepseek,ppipp,100,774.0,0.779391,0.001957,0.833624,0.113464,300,300,full_logistic
misogynistic,deepseek,ppipp,100,1000.0,0.778398,0.00213,0.828057,0.12438,300,300,full_logistic
