dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
misogynistic,deepseek,llm_only,,0.832065,0.0,-4.460678,0.0,300,300,full_logistic
misogynistic,deepseek,expert_only,26.0,1.409589,0.038302,6.265789,1.101262,300,300,full_logistic
misogynistic,deepseek,expert_only,72.0,0.677647,0.019682,2.931654,0.445336,300,300,full_logistic
misogynistic,deepseek,expert_only,200.0,0.286303,0.006085,0.584021,0.152163,300,300,full_logistic
misogynistic,deepseek,dsl,26.0,0.891305,0.005438,1.073516,0.145652,300,300,full_logistic
misogynistic,deepseek,dsl,72.0,0.858082,0.003536,0.901681,0.088978,300,300,full_logistic
misogynistic,deepseek,dsl,200.0,0.847508,0.002146,0.780561,0.053854,300,300,full_logistic
misogynistic,deepseek,ppi,26.0,2.861156,0.132891,11.997551,2.398946,300,300,full_logistic
misogynistic,deepseek,ppi,72.0,1.438442,0.049868,8.146889,1.140733,300,300,full_logistic
misogynistic,deepseek,ppi,200.0,0.775731,0.012566,2.66884,0.353704,300,300,full_logistic
