dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
misogynistic,mistral,llm_only,,0.871589,0.0,-25.710629,0.0,300,300,full_logistic
misogynistic,mistral,expert_only,26.0,1.356582,0.03559,34.700174,12.787147,300,300,full_logistic
misogynistic,mistral,expert_only,72.0,0.615989,0.017113,18.487732,4.86549,300,300,full_logistic
misogynistic,mistral,expert_only,200.0,0.283592,0.005952,6.321134,2.045516,300,300,full_logistic
misogynistic,mistral,dsl,26.0,0.891979,0.005089,20.853903,1.723256,300,300,full_logistic
misogynistic,mistral,dsl,72.0,0.868997,0.004243,17.077295,1.030285,300,300,full_logistic
misogynistic,mistral,dsl,200.0,0.848544,0.003053,18.789551,0.617046,300,300,full_logistic
misogynistic,mistral,ppi,26.0,2.069253,0.084236,95.05384,13.254299,300,300,full_logistic
misogynistic,mistral,ppi,72.0,1.564593,0.061043,52.225898,7.348868,300,300,full_logistic
misogynistic,mistral,ppi,200.0,0.850506,0.018985,29.257115,2.904089,300,300,full_logistic
