dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
misogynistic,mistral,llm_only,,0.761659,0.0,-3.1605,0.0,299,299,full_logistic
misogynistic,mistral,expert_only,26.0,0.744566,0.008007,1.793258,0.221939,299,299,full_logistic
misogynistic,mistral,expert_only,72.0,0.539982,0.006187,2.241691,0.230272,299,299,full_logistic
misogynistic,mistral,expert_only,200.0,0.350243,0.004621,1.17255,0.170473,299,299,full_logistic
misogynistic,mistral,dsl,26.0,0.95717,0.001164,-0.189089,0.034549,299,299,full_logistic
misogynistic,mistral,dsl,72.0,0.953396,0.000853,-0.179588,0.01735,299,299,full_logistic
misogynistic,mistral,dsl,200.0,0.950802,0.000517,-0.127899,0.009783,299,299,full_logistic
misogynistic,mistral,ppi,26.0,0.959324,0.00262,-0.354764,0.044025,299,299,full_logistic
misogynistic,mistral,ppi,72.0,0.94651,0.002425,-0.362827,0.02977,299,299,full_logistic
misogynistic,mistral,ppi,200.0,0.944238,0.00137,-0.338436,0.016943,299,299,full_logistic
