dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
misogynistic,deepseek,ppipp,20,0.84964,0.004919,0.770149,0.244289,300,300,full_logistic
misogynistic,deepseek,ppipp,26,0.832775,0.004248,1.210206,0.216073,300,300,full_logistic
misogynistic,deepseek,ppipp,33,0.817628,0.003781,0.702776,0.193204,300,300,full_logistic
misogynistic,deepseek,ppipp,43,0.802614,0.003033,0.920311,0.165305,300,300,full_logistic
misogynistic,deepseek,ppipp,56,0.789616,0.002601,0.778496,0.152736,300,300,full_logistic
misogynistic,deepseek,ppipp,72,0.783027,0.002386,1.210677,0.143328,300,300,full_logistic
misogynistic,deepseek,ppipp,93,0.781104,0.002086,0.928455,0.123276,300,300,full_logistic
misogynistic,deepseek,ppipp,120,0.775091,0.001827,0.656206,0.110065,300,300,full_logistic
misogynistic,deepseek,ppipp,155,0.772974,0.001616,0.594936,0.093749,300,300,full_logistic
misogynistic,deepseek,ppipp,200,0.770155,0.001436,0.595743,0.07725,300,300,full_logistic
