dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
misogynistic,claude,ppipp,20,0.860132,0.004767,0.846882,0.237522,300,300,full_logistic
misogynistic,claude,ppipp,26,0.84033,0.004432,1.529555,0.210712,300,300,full_logistic
misogynistic,claude,ppipp,33,0.822419,0.003783,0.85652,0.183504,300,300,full_logistic
misogynistic,claude,ppipp,43,0.811086,0.003166,1.015138,0.161682,300,300,full_logistic
misogynistic,claude,ppipp,56,0.796375,0.002969,0.942011,0.148541,300,300,full_logistic
misogynistic,claude,ppipp,72,0.786416,0.002648,1.337312,0.139608,300,300,full_logistic
misogynistic,claude,ppipp,93,0.785156,0.002371,0.955731,0.120573,300,300,full_logistic
misogynistic,claude,ppipp,120,0.777242,0.002105,0.702523,0.10828,300,300,full_logistic
misogynistic,claude,ppipp,155,0.773305,0.001765,0.649699,0.093994,300,300,full_logistic
misogynistic,claude,ppipp,200,0.768825,0.001454,0.660541,0.077424,300,300,full_logistic
