dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
vuamc,deepseek,llm_only,,0.72101,0.0,-0.476345,0.0,300,300,full_logistic
vuamc,deepseek,expert_only,20.0,1.30558,0.024121,0.489622,0.128521,300,300,full_logistic
vuamc,deepseek,expert_only,26.0,1.392033,0.024314,0.703844,0.118844,300,300,full_logistic
vuamc,deepseek,expert_only,33.0,1.348654,0.027021,0.31842,0.107988,300,300,full_logistic
vuamc,deepseek,expert_only,43.0,1.414599,0.030143,0.24868,0.102825,300,300,full_logistic
vuamc,deepseek,expert_only,56.0,1.249767,0.031845,0.461349,0.083177,300,300,full_logistic
vuamc,deepseek,expert_only,72.0,1.072931,0.029079,0.208635,0.061674,300,300,full_logistic
vuamc,deepseek,expert_only,93.0,0.999724,0.030379,0.238768,0.052946,300,300,full_logistic
vuamc,deepseek,expert_only,120.0,0.828495,0.023961,0.141059,0.041397,300,300,full_logistic
vuamc,deepseek,expert_only,155.0,0.672283,0.019534,0.170743,0.033801,300,300,full_logistic
vuamc,deepseek,expert_only,200.0,0.518838,0.014997,0.044014,0.024579,300,300,full_logistic
vuamc,deepseek,dsl,20.0,0.80994,0.004843,-0.56129,0.035683,300,300,full_logistic
vuamc,deepseek,dsl,26.0,0.780118,0.003665,-0.510122,0.028129,300,300,full_logistic
vuamc,deepseek,dsl,33.0,0.774513,0.002613,-0.548193,0.023303,300,300,full_logistic
vuamc,deepseek,dsl,43.0,0.772506,0.002442,-0.554858,0.019754,300,300,full_logistic
vuamc,deepseek,dsl,56.0,0.770586,0.002064,-0.557103,0.016378,300,300,full_logistic
vuamc,deepseek,dsl,72.0,0.772447,0.001606,-0.555192,0.015783,300,300,full_logistic
vuamc,deepseek,dsl,93.0,0.763795,0.001528,-0.561991,0.013724,300,300,full_logistic
vuamc,deepseek,dsl,120.0,0.762725,0.001409,-0.564605,0.012699,300,300,full_logistic
vuamc,deepseek,dsl,155.0,0.761709,0.001192,-0.573258,0.010282,300,300,full_logistic
vuamc,deepseek,dsl,200.0,0.760309,0.00105,-0.563624,0.009083,300,300,full_logistic
vuamc,deepseek,ppi,20.0,2.524918,0.106716,0.037737,0.198388,300,300,full_logistic
vuamc,deepseek,ppi,26.0,2.115593,0.082441,-0.414749,0.16996,300,300,full_logistic
vuamc,deepseek,ppi,33.0,1.791927,0.067777,-0.231767,0.154391,300,300,full_logistic
vuamc,deepseek,ppi,43.0,1.535588,0.052335,-0.147172,0.122481,300,300,full_logistic
vuamc,deepseek,ppi,56.0,1.174825,0.034424,-0.220325,0.077875,300,300,full_logistic
vuamc,deepseek,ppi,72.0,0.938485,0.020962,-0.186807,0.062632,300,300,full_logistic
vuamc,deepseek,ppi,93.0,0.907435,0.021855,-0.270234,0.056751,300,300,full_logistic
vuamc,deepseek,ppi,120.0,0.771633,0.012667,-0.303059,0.042948,300,300,full_logistic
vuamc,deepseek,ppi,155.0,0.720373,0.010066,-0.326234,0.038834,300,300,full_logistic
vuamc,deepseek,ppi,200.0,0.664587,0.008715,-0.290383,0.030471,300,300,full_logistic
vuamc,deepseek,ppipp,20.0,0.676082,0.005168,-0.3385,0.039718,300,300,full_logistic
vuamc,deepseek,ppipp,26.0,0.663235,0.004795,-0.289034,0.034432,300,300,full_logistic
vuamc,deepseek,ppipp,33.0,0.64665,0.00427,-0.354344,0.029658,300,300,full_logistic
vuamc,deepseek,ppipp,43.0,0.633448,0.003988,-0.389198,0.026393,300,300,full_logistic
vuamc,deepseek,ppipp,56.0,0.62571,0.003313,-0.315341,0.021866,300,300,full_logistic
vuamc,deepseek,ppipp,72.0,0.618828,0.002904,-0.376811,0.018582,300,300,full_logistic
vuamc,deepseek,ppipp,93.0,0.613964,0.002391,-0.361485,0.016138,300,300,full_logistic
vuamc,deepseek,ppipp,120.0,0.60738,0.002265,-0.36313,0.014897,300,300,full_logistic
vuamc,deepseek,ppipp,155.0,0.602814,0.0018,-0.348384,0.012784,300,300,full_logistic
vuamc,deepseek,ppipp,200.0,0.601737,0.001669,-0.365964,0.01079,300,300,full_logistic
