dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
cuad,mistral,llm_only,,0.082854,0.0,0.152166,0.0,300,300,full_logistic
cuad,mistral,expert_only,20.0,120.684132,6.659531,44.644533,18.468649,300,300,full_logistic
cuad,mistral,expert_only,26.0,162.173674,9.099508,55.25646,24.068838,300,300,full_logistic
cuad,mistral,expert_only,33.0,47.955907,2.68279,11.09617,4.954052,300,300,full_logistic
cuad,mistral,expert_only,43.0,515.713805,29.709497,129.854381,124.611675,300,300,full_logistic
cuad,mistral,expert_only,56.0,1.382236,0.055011,2.182921,0.325909,300,300,full_logistic
cuad,mistral,expert_only,72.0,0.970355,0.036399,1.425317,0.248751,300,300,full_logistic
cuad,mistral,expert_only,93.0,0.692274,0.02323,0.95485,0.144972,300,300,full_logistic
cuad,mistral,expert_only,120.0,0.521137,0.016996,0.711332,0.110413,300,300,full_logistic
cuad,mistral,expert_only,155.0,0.443648,0.014631,0.391385,0.081955,300,300,full_logistic
cuad,mistral,expert_only,200.0,0.372258,0.0112,0.201904,0.072888,300,300,full_logistic
cuad,mistral,dsl,20.0,52.737375,4.250041,17.681675,9.472015,300,148,full_logistic
cuad,mistral,dsl,26.0,36.674921,2.86387,15.054048,5.275276,300,152,full_logistic
cuad,mistral,dsl,33.0,18.741229,1.158455,2.698123,1.477213,300,253,full_logistic
cuad,mistral,dsl,43.0,18.521004,1.089626,1.709754,1.208599,300,282,full_logistic
cuad,mistral,dsl,56.0,8.960226,0.523059,0.853345,0.804916,300,286,full_logistic
cuad,mistral,dsl,72.0,10.027097,0.577897,1.241725,0.946836,300,294,full_logistic
cuad,mistral,dsl,93.0,16.493006,0.95152,1.497421,0.849368,300,296,full_logistic
cuad,mistral,dsl,120.0,0.438219,0.015014,-0.006502,0.089993,300,300,full_logistic
cuad,mistral,dsl,155.0,0.468232,0.019798,0.010999,0.074802,300,300,full_logistic
cuad,mistral,dsl,200.0,0.303737,0.009637,-0.071474,0.061011,300,300,full_logistic
cuad,mistral,ppi,20.0,9.644885428920534e+68,5.559188656446199e+67,-1.349123970655714e+68,1.3468735537918353e+68,300,300,full_logistic
cuad,mistral,ppi,26.0,4.242169256870489e+53,2.4448741146232705e+52,9.190679295380174e+52,9.172420590827872e+52,300,300,full_logistic
cuad,mistral,ppi,33.0,4.855994511564752e+54,2.7988345920564852e+53,-3.6220720945328366e+54,3.596499539523824e+54,300,300,full_logistic
cuad,mistral,ppi,43.0,2.0660642684987147e+53,1.1908444942279217e+52,-8.968739546283267e+52,8.956730510944468e+52,300,300,full_logistic
cuad,mistral,ppi,56.0,3.3510575738210194e+37,1.9250437770616194e+36,-3.867839202532246e+36,4.8599074523749203e+36,300,300,full_logistic
cuad,mistral,ppi,72.0,2.997380188585728e+38,1.7276506718215513e+37,-1.9480129736013516e+38,1.944849576082851e+38,300,300,full_logistic
cuad,mistral,ppi,93.0,4.41687323266985e+34,2.5417609054889852e+33,6.333072075515695e+33,4.865963669514059e+33,300,300,full_logistic
cuad,mistral,ppi,120.0,2.2644621074307263e+26,1.3052070087669331e+25,3.652497302902696e+25,3.646404726012426e+25,300,300,full_logistic
cuad,mistral,ppi,155.0,5.743541875436923e+22,3.3105041088420936e+21,3.6823305136177886e+21,3.676188173205444e+21,300,300,full_logistic
cuad,mistral,ppi,200.0,0.416082,0.015476,-0.168227,0.096593,300,300,full_logistic
cuad,mistral,ppipp,20.0,2.63918916612586e+53,1.5211948947106005e+52,-3.072721196488484e+51,3.0675957196988405e+51,300,300,full_logistic
cuad,mistral,ppipp,26.0,8.256808612304909e+48,4.759118925177822e+47,7.463889548957327e+47,7.45143934808265e+47,300,300,full_logistic
cuad,mistral,ppipp,33.0,2.8530091504057127e+55,1.6444380000735537e+54,1.927283223586687e+54,1.9240684036278345e+54,300,300,full_logistic
cuad,mistral,ppipp,43.0,9.457137586264026e+38,5.450973200196332e+37,-1.5738747612353457e+38,1.571249447045282e+38,300,300,full_logistic
cuad,mistral,ppipp,56.0,0.95681,0.043648,0.627215,0.121652,300,300,full_logistic
cuad,mistral,ppipp,72.0,0.62058,0.022489,0.397299,0.101761,300,300,full_logistic
cuad,mistral,ppipp,93.0,0.544898,0.01978,0.411944,0.076494,300,300,full_logistic
cuad,mistral,ppipp,120.0,0.374125,0.010841,0.274795,0.062885,300,300,full_logistic
cuad,mistral,ppipp,155.0,0.336651,0.010677,0.173945,0.053885,300,300,full_logistic
cuad,mistral,ppipp,200.0,0.294721,0.008673,0.058964,0.052086,300,300,full_logistic
