dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
cuad,deepseek,llm_only,,0.092834,0.0,-0.215743,0.0,300,300,full_logistic
cuad,deepseek,expert_only,20.0,771.911713,44.157747,45.65614,88.411986,300,300,full_logistic
cuad,deepseek,expert_only,26.0,1841.865767,105.892989,440.074916,324.071122,300,300,full_logistic
cuad,deepseek,expert_only,33.0,434.690233,24.964339,23.38199,9.069227,300,300,full_logistic
cuad,deepseek,expert_only,43.0,850.3804,48.999945,46.086359,36.237932,300,300,full_logistic
cuad,deepseek,expert_only,56.0,18.153521,1.039295,2.506624,1.195327,300,300,full_logistic
cuad,deepseek,expert_only,72.0,0.83361,0.030912,0.629841,0.095911,300,300,full_logistic
cuad,deepseek,expert_only,93.0,0.632386,0.021218,0.488122,0.079886,300,300,full_logistic
cuad,deepseek,expert_only,120.0,0.530172,0.017865,0.329917,0.060564,300,300,full_logistic
cuad,deepseek,expert_only,155.0,0.364961,0.010464,0.178346,0.044597,300,300,full_logistic
cuad,deepseek,expert_only,200.0,0.325621,0.010308,0.188539,0.037219,300,300,full_logistic
cuad,deepseek,dsl,20.0,11.81848,1.011712,2.323765,1.923988,300,127,full_logistic
cuad,deepseek,dsl,26.0,51.428799,3.964672,15.083903,4.513723,300,151,full_logistic
cuad,deepseek,dsl,33.0,21.020627,1.243248,2.020369,1.064546,300,279,full_logistic
cuad,deepseek,dsl,43.0,21.232561,1.224445,1.87957,0.936506,300,293,full_logistic
cuad,deepseek,dsl,56.0,13.062192,0.752272,1.123752,0.92414,300,299,full_logistic
cuad,deepseek,dsl,72.0,0.48843,0.020872,0.089794,0.038882,300,300,full_logistic
cuad,deepseek,dsl,93.0,0.453956,0.019257,0.11596,0.034533,300,300,full_logistic
cuad,deepseek,dsl,120.0,0.343221,0.014133,0.053738,0.029716,300,300,full_logistic
cuad,deepseek,dsl,155.0,0.267315,0.010114,0.041197,0.022916,300,300,full_logistic
cuad,deepseek,dsl,200.0,0.198841,0.006453,0.033367,0.01836,300,300,full_logistic
cuad,deepseek,ppi,20.0,6.302223716164711e+52,3.632438943953701e+51,8.64305699763288e+51,8.570605504771179e+51,300,300,full_logistic
cuad,deepseek,ppi,26.0,5.345649009852687e+51,3.0811637479701933e+50,3.859076792289453e+50,3.852639628854995e+50,300,300,full_logistic
cuad,deepseek,ppi,33.0,5.569082056593577e+50,3.209947699637732e+49,3.9705784577242804e+49,3.9639553030560204e+49,300,300,full_logistic
cuad,deepseek,ppi,43.0,2.370337497452136e+50,1.366232230014079e+49,9.017222604200409e+48,9.002181354914842e+48,300,300,full_logistic
cuad,deepseek,ppi,56.0,2.1826286434109198e+38,1.2580392463036808e+37,1.2300123012543063e+37,1.227960569548581e+37,300,300,full_logistic
cuad,deepseek,ppi,72.0,3.9944387041807e+22,2.3023434022934065e+21,2.7732252632553284e+21,2.76859936301524e+21,300,300,full_logistic
cuad,deepseek,ppi,93.0,0.659931,0.030937,0.203556,0.044955,300,300,full_logistic
cuad,deepseek,ppi,120.0,1.369410202812168e+39,7.893105337122833e+37,1.0356466583121867e+38,1.0339191397478603e+38,300,300,full_logistic
cuad,deepseek,ppi,155.0,0.363717,0.015002,0.075182,0.028056,300,300,full_logistic
cuad,deepseek,ppi,200.0,0.276138,0.009718,0.066489,0.023507,300,300,full_logistic
cuad,deepseek,ppipp,20.0,1.1691652262281736e+38,6.738918740487698e+36,6.439397037032563e+36,6.428759617101404e+36,300,300,full_logistic
cuad,deepseek,ppipp,26.0,4.404582888355259e+40,2.538745266574107e+39,4.479975763948583e+39,4.4725029050948037e+39,300,300,full_logistic
cuad,deepseek,ppipp,33.0,5.2074496459454194e+26,3.0015071604270797e+25,3.1181036156196345e+25,3.11280152382629e+25,300,300,full_logistic
cuad,deepseek,ppipp,43.0,2.8427231619088425e+24,1.6384148958111494e+23,1.9286954119145746e+23,1.9086968354115728e+23,300,300,full_logistic
cuad,deepseek,ppipp,56.0,0.482838,0.017153,0.166293,0.047733,300,300,full_logistic
cuad,deepseek,ppipp,72.0,0.400207,0.01311,0.126835,0.036008,300,300,full_logistic
cuad,deepseek,ppipp,93.0,0.345653,0.011262,0.129272,0.033966,300,300,full_logistic
cuad,deepseek,ppipp,120.0,0.297025,0.009559,0.074225,0.029315,300,300,full_logistic
cuad,deepseek,ppipp,155.0,0.23776,0.007348,0.043617,0.023914,300,300,full_logistic
cuad,deepseek,ppipp,200.0,0.20276,0.006242,0.058968,0.020477,300,300,full_logistic
