dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
fomc,claude,llm_only,,0.604537,0.0,1.358985,0.0,300,300,full_logistic
fomc,claude,expert_only,20.0,6.260706,0.21637,1.974828,0.542044,300,300,full_logistic
fomc,claude,expert_only,26.0,3.941185,0.121659,1.294495,0.378775,300,300,full_logistic
fomc,claude,expert_only,33.0,2.95587,0.088844,0.618289,0.281352,300,300,full_logistic
fomc,claude,expert_only,43.0,2.243071,0.070108,0.400273,0.2102,300,300,full_logistic
fomc,claude,expert_only,56.0,1.664906,0.048539,0.663008,0.153555,300,300,full_logistic
fomc,claude,expert_only,72.0,1.344973,0.039572,0.205977,0.127086,300,300,full_logistic
fomc,claude,expert_only,93.0,0.965736,0.021793,0.083786,0.106047,300,300,full_logistic
fomc,claude,expert_only,120.0,0.824051,0.017216,0.271009,0.099018,300,300,full_logistic
fomc,claude,expert_only,155.0,0.668532,0.012316,0.198748,0.083868,300,300,full_logistic
fomc,claude,expert_only,200.0,0.55513,0.010069,-0.015142,0.064397,300,300,full_logistic
fomc,claude,dsl,20.0,2.31738,0.045189,0.550669,0.274832,300,300,full_logistic
fomc,claude,dsl,26.0,1.83828,0.035376,0.501921,0.215852,300,300,full_logistic
fomc,claude,dsl,33.0,1.320181,0.029024,0.279678,0.158442,300,300,full_logistic
fomc,claude,dsl,43.0,1.083677,0.021834,-0.085234,0.130384,300,300,full_logistic
fomc,claude,dsl,56.0,0.940754,0.019273,0.122528,0.108193,300,300,full_logistic
fomc,claude,dsl,72.0,0.805152,0.01507,0.020543,0.099068,300,300,full_logistic
fomc,claude,dsl,93.0,0.667127,0.012066,-0.033861,0.077481,300,300,full_logistic
fomc,claude,dsl,120.0,0.577128,0.010446,0.117327,0.071817,300,300,full_logistic
fomc,claude,dsl,155.0,0.499994,0.008822,0.102162,0.063106,300,300,full_logistic
fomc,claude,dsl,200.0,0.420149,0.007462,-0.039134,0.046541,300,300,full_logistic
fomc,claude,ppi,20.0,7.436666,0.369431,1.419857,0.722505,300,300,full_logistic
fomc,claude,ppi,26.0,3.813599,0.175622,0.520386,0.305746,300,300,full_logistic
fomc,claude,ppi,33.0,4.296629,0.217755,0.507482,0.254266,300,300,full_logistic
fomc,claude,ppi,43.0,2.036374,0.081116,0.156021,0.172458,300,300,full_logistic
fomc,claude,ppi,56.0,1.309671,0.038129,0.159913,0.137637,300,300,full_logistic
fomc,claude,ppi,72.0,1.161399,0.034609,0.101375,0.125785,300,300,full_logistic
fomc,claude,ppi,93.0,0.902688,0.024351,0.006689,0.099,300,300,full_logistic
fomc,claude,ppi,120.0,0.737498,0.015544,0.162777,0.087065,300,300,full_logistic
fomc,claude,ppi,155.0,0.660434,0.012754,0.142991,0.079747,300,300,full_logistic
fomc,claude,ppi,200.0,0.571111,0.011505,-0.026916,0.060093,300,300,full_logistic
fomc,claude,ppipp,20.0,2.586953,0.072079,0.691318,0.271524,300,300,full_logistic
fomc,claude,ppipp,26.0,1.907328,0.047729,0.532495,0.221272,300,300,full_logistic
fomc,claude,ppipp,33.0,1.625788,0.039496,0.224236,0.186591,300,300,full_logistic
fomc,claude,ppipp,43.0,1.276655,0.029348,0.051325,0.15069,300,300,full_logistic
fomc,claude,ppipp,56.0,1.038144,0.022003,0.357417,0.113096,300,300,full_logistic
fomc,claude,ppipp,72.0,0.887381,0.018456,0.087198,0.100402,300,300,full_logistic
fomc,claude,ppipp,93.0,0.714217,0.013393,-0.010381,0.08179,300,300,full_logistic
fomc,claude,ppipp,120.0,0.631443,0.011954,0.167532,0.07819,300,300,full_logistic
fomc,claude,ppipp,155.0,0.528303,0.009166,0.128271,0.067543,300,300,full_logistic
fomc,claude,ppipp,200.0,0.439542,0.007739,-0.051232,0.051373,300,300,full_logistic
