dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
vuamc,deepseek,llm_only,100,,0.727645,0.0,-0.613647,0.0,300,300,full_logistic
vuamc,deepseek,expert_only,100,129.0,1.902907,0.060828,0.256914,0.043246,300,300,full_logistic
vuamc,deepseek,expert_only,100,167.0,1.847551,0.056991,0.283279,0.041492,300,300,full_logistic
vuamc,deepseek,expert_only,100,215.0,1.842645,0.062927,0.207882,0.042177,300,300,full_logistic
vuamc,deepseek,expert_only,100,278.0,1.895718,0.060808,0.259336,0.04321,300,300,full_logistic
vuamc,deepseek,expert_only,100,359.0,2.014119,0.072358,0.256354,0.045514,300,300,full_logistic
vuamc,deepseek,expert_only,100,463.0,1.971685,0.066646,0.221871,0.044886,300,300,full_logistic
vuamc,deepseek,expert_only,100,598.0,1.805598,0.054044,0.33891,0.044138,300,300,full_logistic
vuamc,deepseek,expert_only,100,772.0,1.688074,0.051502,0.245901,0.039501,300,300,full_logistic
vuamc,deepseek,expert_only,100,997.0,1.883554,0.059413,0.3311,0.049635,300,300,full_logistic
vuamc,deepseek,dsl,100,129.0,1.395033,0.0188,-0.780445,0.011052,300,300,full_logistic
vuamc,deepseek,dsl,100,167.0,1.431344,0.02027,-0.791941,0.011821,300,300,full_logistic
vuamc,deepseek,dsl,100,215.0,1.430527,0.020779,-0.804851,0.011827,300,300,full_logistic
vuamc,deepseek,dsl,100,278.0,1.435966,0.021069,-0.801858,0.012164,300,300,full_logistic
vuamc,deepseek,dsl,100,359.0,1.443347,0.022904,-0.793174,0.012296,300,300,full_logistic
vuamc,deepseek,dsl,100,463.0,1.468661,0.022358,-0.81712,0.012787,300,300,full_logistic
vuamc,deepseek,dsl,100,598.0,1.446521,0.023206,-0.807188,0.013196,300,300,full_logistic
vuamc,deepseek,dsl,100,772.0,1.446442,0.022275,-0.797791,0.012567,300,300,full_logistic
vuamc,deepseek,dsl,100,997.0,1.39329,0.023571,-0.772072,0.012933,300,300,full_logistic
vuamc,deepseek,ppi,100,129.0,7.051865,0.284026,-0.447746,0.142481,300,300,full_logistic
vuamc,deepseek,ppi,100,167.0,5.490415,0.231138,-0.575522,0.107751,300,300,full_logistic
vuamc,deepseek,ppi,100,215.0,4.23893,0.180979,-0.501306,0.082045,300,300,full_logistic
vuamc,deepseek,ppi,100,278.0,3.602504,0.147467,-0.47279,0.073508,300,300,full_logistic
vuamc,deepseek,ppi,100,359.0,3.321673,0.136823,-0.44179,0.067189,300,300,full_logistic
vuamc,deepseek,ppi,100,463.0,2.88938,0.113752,-0.567535,0.055519,300,300,full_logistic
vuamc,deepseek,ppi,100,598.0,3.061854,0.126101,-0.542471,0.06181,300,300,full_logistic
vuamc,deepseek,ppi,100,772.0,2.640705,0.100718,-0.423072,0.052974,300,300,full_logistic
vuamc,deepseek,ppi,100,997.0,2.744194,0.117137,-0.403264,0.052056,300,300,full_logistic
vuamc,deepseek,ppipp,100,129.0,1.105371,0.021677,-0.512055,0.014182,300,300,full_logistic
vuamc,deepseek,ppipp,100,167.0,1.093506,0.021505,-0.511678,0.013579,300,300,full_logistic
vuamc,deepseek,ppipp,100,215.0,1.095828,0.021262,-0.534296,0.013543,300,300,full_logistic
vuamc,deepseek,ppipp,100,278.0,1.085807,0.020002,-0.529559,0.014021,300,300,full_logistic
vuamc,deepseek,ppipp,100,359.0,1.104618,0.021523,-0.519599,0.013389,300,300,full_logistic
vuamc,deepseek,ppipp,100,463.0,1.115704,0.021666,-0.531207,0.014907,300,300,full_logistic
vuamc,deepseek,ppipp,100,598.0,1.058481,0.019339,-0.509086,0.014394,300,300,full_logistic
vuamc,deepseek,ppipp,100,772.0,1.06509,0.0192,-0.532323,0.012511,300,300,full_logistic
vuamc,deepseek,ppipp,100,997.0,1.066393,0.01962,-0.515609,0.013973,300,300,full_logistic
