dataset,llm,method,n_expert,N_total,sRMSE,sRMSE_se,bias,bias_se,n_reps,n_valid,phase
fomc,deepseek,llm_only,50,,0.201646,0.0,0.201646,0.0,300,300,prevalence
fomc,deepseek,expert_only,50,70.0,0.1428,0.008236,0.006437,0.008236,300,300,prevalence
fomc,deepseek,expert_only,50,97.0,0.139053,0.008017,0.007394,0.008017,300,300,prevalence
fomc,deepseek,expert_only,50,136.0,0.141985,0.008196,0.002471,0.008196,300,300,prevalence
fomc,deepseek,expert_only,50,189.0,0.135567,0.007822,0.004932,0.007822,300,300,prevalence
fomc,deepseek,expert_only,50,264.0,0.132642,0.007644,-0.007923,0.007644,300,300,prevalence
fomc,deepseek,expert_only,50,368.0,0.140966,0.008137,-0.00259,0.008137,300,300,prevalence
fomc,deepseek,expert_only,50,513.0,0.142305,0.008202,-0.008197,0.008202,300,300,prevalence
fomc,deepseek,expert_only,50,715.0,0.151339,0.008716,0.01054,0.008716,300,300,prevalence
fomc,deepseek,expert_only,50,997.0,0.146167,0.008432,-0.005735,0.008432,300,300,prevalence
fomc,deepseek,dsl,50,70.0,0.139168,0.008031,0.004286,0.008031,300,300,prevalence
fomc,deepseek,dsl,50,97.0,0.11998,0.006925,0.003224,0.006925,300,300,prevalence
fomc,deepseek,dsl,50,136.0,0.122674,0.00708,0.003326,0.00708,300,300,prevalence
fomc,deepseek,dsl,50,189.0,0.117892,0.00679,0.008252,0.00679,300,300,prevalence
fomc,deepseek,dsl,50,264.0,0.116847,0.006689,-0.015142,0.006689,300,300,prevalence
fomc,deepseek,dsl,50,368.0,0.122877,0.00709,-0.004505,0.00709,300,300,prevalence
fomc,deepseek,dsl,50,513.0,0.117472,0.006769,-0.007261,0.006769,300,300,prevalence
fomc,deepseek,dsl,50,715.0,0.123868,0.007151,0.001916,0.007151,300,300,prevalence
fomc,deepseek,dsl,50,997.0,0.119384,0.006877,-0.007948,0.006877,300,300,prevalence
fomc,deepseek,ppi,50,70.0,0.138887,0.008013,0.005413,0.008013,300,300,prevalence
fomc,deepseek,ppi,50,97.0,0.120986,0.006977,0.005784,0.006977,300,300,prevalence
fomc,deepseek,ppi,50,136.0,0.123357,0.007116,0.00508,0.007116,300,300,prevalence
fomc,deepseek,ppi,50,189.0,0.118755,0.006825,0.011409,0.006825,300,300,prevalence
fomc,deepseek,ppi,50,264.0,0.117023,0.00672,-0.012163,0.00672,300,300,prevalence
fomc,deepseek,ppi,50,368.0,0.122437,0.007069,0.000533,0.007069,300,300,prevalence
fomc,deepseek,ppi,50,513.0,0.118014,0.006812,-0.002644,0.006812,300,300,prevalence
fomc,deepseek,ppi,50,715.0,0.124332,0.007163,0.008218,0.007163,300,300,prevalence
fomc,deepseek,ppi,50,997.0,0.119333,0.006887,-0.003071,0.006887,300,300,prevalence
fomc,deepseek,ppipp,50,70.0,0.138653,0.007999,0.005549,0.007999,300,300,prevalence
fomc,deepseek,ppipp,50,97.0,0.125897,0.00726,0.006043,0.00726,300,300,prevalence
fomc,deepseek,ppipp,50,136.0,0.128074,0.007392,0.003196,0.007392,300,300,prevalence
fomc,deepseek,ppipp,50,189.0,0.12127,0.006988,0.007627,0.006988,300,300,prevalence
fomc,deepseek,ppipp,50,264.0,0.119102,0.006849,-0.010586,0.006849,300,300,prevalence
fomc,deepseek,ppipp,50,368.0,0.125417,0.00724,-0.001632,0.00724,300,300,prevalence
fomc,deepseek,ppipp,50,513.0,0.123024,0.007093,-0.006341,0.007093,300,300,prevalence
fomc,deepseek,ppipp,50,715.0,0.131142,0.007555,0.008638,0.007555,300,300,prevalence
fomc,deepseek,ppipp,50,997.0,0.126498,0.007297,-0.005176,0.007297,300,300,prevalence
