dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
fomc,llama,llm_only,50,,2.649804,0.0,-1.046499,0.0,300,300,full_logistic
fomc,llama,expert_only,50,70.0,7.24147,0.210414,0.846703,0.167728,300,300,full_logistic
fomc,llama,expert_only,50,97.0,7.610078,0.221152,1.040623,0.18037,300,300,full_logistic
fomc,llama,expert_only,50,136.0,7.132757,0.188398,0.651208,0.171232,300,300,full_logistic
fomc,llama,expert_only,50,189.0,7.345826,0.209025,0.522406,0.172167,300,300,full_logistic
fomc,llama,expert_only,50,264.0,8.462046,0.294406,0.404917,0.212701,300,300,full_logistic
fomc,llama,expert_only,50,368.0,7.021199,0.20054,0.348477,0.169954,300,300,full_logistic
fomc,llama,expert_only,50,513.0,7.732804,0.232036,0.798342,0.188225,300,300,full_logistic
fomc,llama,expert_only,50,715.0,6.841242,0.192933,0.340936,0.150095,300,300,full_logistic
fomc,llama,expert_only,50,997.0,7.241189,0.202156,0.781755,0.164925,300,300,full_logistic
fomc,llama,dsl,50,70.0,5.366168,0.132864,0.307564,0.121927,300,300,full_logistic
fomc,llama,dsl,50,97.0,5.251319,0.131347,0.559325,0.125225,300,300,full_logistic
fomc,llama,dsl,50,136.0,5.225313,0.126577,0.097143,0.119961,300,300,full_logistic
fomc,llama,dsl,50,189.0,5.101405,0.128166,0.157345,0.121456,300,300,full_logistic
fomc,llama,dsl,50,264.0,5.015802,0.124174,-0.01823,0.1158,300,300,full_logistic
fomc,llama,dsl,50,368.0,4.60503,0.114782,0.025818,0.103964,300,300,full_logistic
fomc,llama,dsl,50,513.0,5.109072,0.130002,0.138261,0.11592,300,300,full_logistic
fomc,llama,dsl,50,715.0,4.758036,0.12063,0.043204,0.107687,300,300,full_logistic
fomc,llama,dsl,50,997.0,4.643812,0.106281,0.207137,0.104534,300,300,full_logistic
fomc,llama,ppi,50,70.0,53.503725,2.239479,7.296163,1.536882,300,300,full_logistic
fomc,llama,ppi,50,97.0,26.485764,1.206495,4.678989,0.750291,300,300,full_logistic
fomc,llama,ppi,50,136.0,17.173918,0.750841,1.65743,0.477626,300,300,full_logistic
fomc,llama,ppi,50,189.0,16.151651,0.750479,1.519623,0.440168,300,300,full_logistic
fomc,llama,ppi,50,264.0,11.16684,0.451565,1.053247,0.279215,300,300,full_logistic
fomc,llama,ppi,50,368.0,11.369944,0.474173,1.313608,0.299464,300,300,full_logistic
fomc,llama,ppi,50,513.0,10.791929,0.434384,1.121063,0.273202,300,300,full_logistic
fomc,llama,ppi,50,715.0,10.724588,0.467726,1.046531,0.261719,300,300,full_logistic
fomc,llama,ppi,50,997.0,10.831675,0.473706,1.156057,0.298428,300,300,full_logistic
fomc,llama,ppipp,50,70.0,5.867394,0.156215,0.462533,0.133189,300,300,full_logistic
fomc,llama,ppipp,50,97.0,5.932859,0.157071,0.614673,0.141275,300,300,full_logistic
fomc,llama,ppipp,50,136.0,5.577092,0.132428,0.225814,0.129574,300,300,full_logistic
fomc,llama,ppipp,50,189.0,5.716827,0.151021,0.184458,0.13377,300,300,full_logistic
fomc,llama,ppipp,50,264.0,6.035471,0.173592,0.118989,0.146736,300,300,full_logistic
fomc,llama,ppipp,50,368.0,5.301281,0.134023,0.063154,0.124531,300,300,full_logistic
fomc,llama,ppipp,50,513.0,5.776487,0.159041,0.356296,0.138075,300,300,full_logistic
fomc,llama,ppipp,50,715.0,5.215658,0.135282,0.074991,0.114685,300,300,full_logistic
fomc,llama,ppipp,50,997.0,5.442842,0.138695,0.36777,0.124119,300,300,full_logistic
