dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
cuad,gpt54,llm_only,100,,0.545611,0.0,-0.338777,0.0,300,300,full_logistic
cuad,gpt54,expert_only,100,129.0,11.863449,0.506135,1.391885,0.274601,300,300,full_logistic
cuad,gpt54,expert_only,100,167.0,10.919555,0.45471,0.978323,0.253113,300,300,full_logistic
cuad,gpt54,expert_only,100,215.0,11.843249,0.481882,0.729393,0.277594,300,300,full_logistic
cuad,gpt54,expert_only,100,278.0,13.165814,0.564787,1.637008,0.300193,300,300,full_logistic
cuad,gpt54,expert_only,100,359.0,11.323979,0.456414,1.031016,0.263313,300,300,full_logistic
cuad,gpt54,expert_only,100,463.0,11.516829,0.473348,1.123973,0.264309,300,300,full_logistic
cuad,gpt54,expert_only,100,598.0,14.077046,0.619774,1.466943,0.322919,300,300,full_logistic
cuad,gpt54,expert_only,100,772.0,12.654163,0.543807,1.63687,0.285301,300,300,full_logistic
cuad,gpt54,expert_only,100,997.0,10.146747,0.418695,0.738687,0.236548,300,300,full_logistic
cuad,gpt54,dsl,100,129.0,8.739953,0.376077,0.580263,0.198337,300,300,full_logistic
cuad,gpt54,dsl,100,167.0,6.360148,0.262321,0.003237,0.146707,300,300,full_logistic
cuad,gpt54,dsl,100,215.0,5.558942,0.203657,-0.119418,0.129136,300,300,full_logistic
cuad,gpt54,dsl,100,278.0,4.832206,0.17699,0.043457,0.109895,300,300,full_logistic
cuad,gpt54,dsl,100,359.0,4.037781,0.13283,-0.238797,0.092817,300,300,full_logistic
cuad,gpt54,dsl,100,463.0,3.337537,0.116416,-0.320055,0.077051,300,300,full_logistic
cuad,gpt54,dsl,100,598.0,3.019511,0.09748,-0.341696,0.069517,300,300,full_logistic
cuad,gpt54,dsl,100,772.0,2.816668,0.087789,-0.273693,0.064499,300,300,full_logistic
cuad,gpt54,dsl,100,997.0,2.488857,0.078563,-0.403135,0.05716,300,300,full_logistic
cuad,gpt54,ppi,100,129.0,30.602756,1.246872,4.217185,0.685733,300,300,full_logistic
cuad,gpt54,ppi,100,167.0,16.154246,0.711907,1.485543,0.375334,300,300,full_logistic
cuad,gpt54,ppi,100,215.0,9.213274,0.38456,0.352105,0.217203,300,300,full_logistic
cuad,gpt54,ppi,100,278.0,7.35208,0.30412,0.385068,0.172866,300,300,full_logistic
cuad,gpt54,ppi,100,359.0,5.558786,0.209745,0.059101,0.132464,300,300,full_logistic
cuad,gpt54,ppi,100,463.0,4.470415,0.16191,-0.076854,0.107674,300,300,full_logistic
cuad,gpt54,ppi,100,598.0,3.456209,0.1104,-0.175565,0.083662,300,300,full_logistic
cuad,gpt54,ppi,100,772.0,3.180227,0.105504,-0.074143,0.077915,300,300,full_logistic
cuad,gpt54,ppi,100,997.0,2.809694,0.091007,-0.068965,0.070551,300,300,full_logistic
cuad,gpt54,ppipp,100,129.0,8.190445,0.338998,0.577771,0.18878,300,300,full_logistic
cuad,gpt54,ppipp,100,167.0,6.774944,0.270818,0.196946,0.157308,300,300,full_logistic
cuad,gpt54,ppipp,100,215.0,6.61994,0.247065,0.051607,0.155501,300,300,full_logistic
cuad,gpt54,ppipp,100,278.0,6.461654,0.251945,0.452043,0.148088,300,300,full_logistic
cuad,gpt54,ppipp,100,359.0,5.818494,0.215041,0.041807,0.135903,300,300,full_logistic
cuad,gpt54,ppipp,100,463.0,4.857283,0.168169,-0.019647,0.113788,300,300,full_logistic
cuad,gpt54,ppipp,100,598.0,6.433133,0.273659,0.16575,0.150406,300,300,full_logistic
cuad,gpt54,ppipp,100,772.0,5.401823,0.208198,0.277554,0.123726,300,300,full_logistic
cuad,gpt54,ppipp,100,997.0,4.600904,0.171527,-0.097531,0.107872,300,300,full_logistic
