dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
cuad,mistral,llm_only,200,,0.62533,0.0,-0.200662,0.0,300,300,full_logistic
cuad,mistral,expert_only,200,239.0,1.202918,0.04361,0.132434,0.030645,300,300,full_logistic
cuad,mistral,expert_only,200,286.0,1.022579,0.029355,0.114943,0.022874,300,300,full_logistic
cuad,mistral,expert_only,200,342.0,1.026648,0.026076,0.124098,0.023384,300,300,full_logistic
cuad,mistral,expert_only,200,408.0,0.940297,0.025919,0.084417,0.023614,300,300,full_logistic
cuad,mistral,expert_only,200,488.0,1.082708,0.036194,0.107153,0.02719,300,300,full_logistic
cuad,mistral,expert_only,200,584.0,1.008421,0.029507,0.111739,0.023289,300,300,full_logistic
cuad,mistral,expert_only,200,698.0,0.920612,0.02223,0.113182,0.022793,300,300,full_logistic
cuad,mistral,expert_only,200,834.0,1.064018,0.031941,0.137746,0.02902,300,300,full_logistic
cuad,mistral,expert_only,200,997.0,1.033172,0.030326,0.093688,0.026214,300,300,full_logistic
cuad,mistral,dsl,200,239.0,1.035402,0.022993,-0.432251,0.018276,300,300,full_logistic
cuad,mistral,dsl,200,286.0,0.971674,0.021137,-0.413351,0.016045,300,300,full_logistic
cuad,mistral,dsl,200,342.0,0.930039,0.017689,-0.44305,0.015116,300,300,full_logistic
cuad,mistral,dsl,200,408.0,0.918162,0.016212,-0.468447,0.014404,300,300,full_logistic
cuad,mistral,dsl,200,488.0,0.929872,0.016032,-0.478787,0.013525,300,300,full_logistic
cuad,mistral,dsl,200,584.0,0.895385,0.013246,-0.492213,0.012072,300,300,full_logistic
cuad,mistral,dsl,200,698.0,0.865057,0.012993,-0.467274,0.012113,300,300,full_logistic
cuad,mistral,dsl,200,834.0,0.87057,0.012151,-0.490873,0.011931,300,300,full_logistic
cuad,mistral,dsl,200,997.0,0.858306,0.010658,-0.511372,0.009845,300,300,full_logistic
cuad,mistral,ppi,200,239.0,3.731626,0.134174,0.197401,0.090922,300,300,full_logistic
cuad,mistral,ppi,200,286.0,2.153557,0.074268,0.072726,0.050027,300,300,full_logistic
cuad,mistral,ppi,200,342.0,1.428648,0.045849,-0.14168,0.03257,300,300,full_logistic
cuad,mistral,ppi,200,408.0,1.260528,0.040385,-0.173247,0.030446,300,300,full_logistic
cuad,mistral,ppi,200,488.0,0.947199,0.022875,-0.259688,0.021302,300,300,full_logistic
cuad,mistral,ppi,200,584.0,0.846917,0.018867,-0.244589,0.018814,300,300,full_logistic
cuad,mistral,ppi,200,698.0,0.826095,0.020113,-0.206221,0.019349,300,300,full_logistic
cuad,mistral,ppi,200,834.0,0.763922,0.017625,-0.229641,0.017952,300,300,full_logistic
cuad,mistral,ppi,200,997.0,0.702653,0.014651,-0.252689,0.015187,300,300,full_logistic
cuad,mistral,ppipp,200,239.0,0.884889,0.025672,-0.221485,0.019486,300,300,full_logistic
cuad,mistral,ppipp,200,286.0,0.789077,0.018774,-0.219681,0.015584,300,300,full_logistic
cuad,mistral,ppipp,200,342.0,0.759578,0.01765,-0.228977,0.015137,300,300,full_logistic
cuad,mistral,ppipp,200,408.0,0.713213,0.016239,-0.252315,0.014905,300,300,full_logistic
cuad,mistral,ppipp,200,488.0,0.770105,0.020447,-0.240724,0.016422,300,300,full_logistic
cuad,mistral,ppipp,200,584.0,0.710319,0.015585,-0.24697,0.01362,300,300,full_logistic
cuad,mistral,ppipp,200,698.0,0.67331,0.0131,-0.231066,0.013764,300,300,full_logistic
cuad,mistral,ppipp,200,834.0,0.722973,0.017259,-0.226313,0.016247,300,300,full_logistic
cuad,mistral,ppipp,200,997.0,0.691145,0.014709,-0.261206,0.014381,300,300,full_logistic
