dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
fomc,claude,llm_only,50,,3.108733,0.0,1.216721,0.0,300,300,full_logistic
fomc,claude,expert_only,50,70.0,7.24147,0.210414,0.846703,0.167728,300,300,full_logistic
fomc,claude,expert_only,50,97.0,7.610078,0.221152,1.040623,0.18037,300,300,full_logistic
fomc,claude,expert_only,50,136.0,7.132757,0.188398,0.651208,0.171232,300,300,full_logistic
fomc,claude,expert_only,50,189.0,7.345826,0.209025,0.522406,0.172167,300,300,full_logistic
fomc,claude,expert_only,50,264.0,8.462046,0.294406,0.404917,0.212701,300,300,full_logistic
fomc,claude,expert_only,50,368.0,7.021199,0.20054,0.348477,0.169954,300,300,full_logistic
fomc,claude,expert_only,50,513.0,7.732804,0.232036,0.798342,0.188225,300,300,full_logistic
fomc,claude,expert_only,50,715.0,6.841242,0.192933,0.340936,0.150095,300,300,full_logistic
fomc,claude,expert_only,50,997.0,7.241189,0.202156,0.781755,0.164925,300,300,full_logistic
fomc,claude,dsl,50,70.0,5.174461,0.128441,0.303736,0.114164,300,300,full_logistic
fomc,claude,dsl,50,97.0,5.217135,0.13476,0.44089,0.129724,300,300,full_logistic
fomc,claude,dsl,50,136.0,4.787761,0.111745,0.14512,0.114273,300,300,full_logistic
fomc,claude,dsl,50,189.0,4.565835,0.114546,0.111782,0.107837,300,300,full_logistic
fomc,claude,dsl,50,264.0,4.554039,0.113871,-0.029304,0.106267,300,300,full_logistic
fomc,claude,dsl,50,368.0,4.367748,0.113124,0.121843,0.102007,300,300,full_logistic
fomc,claude,dsl,50,513.0,4.619106,0.116431,0.088327,0.104779,300,300,full_logistic
fomc,claude,dsl,50,715.0,4.472326,0.112476,0.123554,0.105652,300,300,full_logistic
fomc,claude,dsl,50,997.0,4.397484,0.102741,0.250079,0.098999,300,300,full_logistic
fomc,claude,ppi,50,70.0,38.966399,1.604089,0.59589,0.901231,300,300,full_logistic
fomc,claude,ppi,50,97.0,20.569965,0.913757,0.562318,0.564854,300,300,full_logistic
fomc,claude,ppi,50,136.0,11.297344,0.435083,0.263589,0.30261,300,300,full_logistic
fomc,claude,ppi,50,189.0,8.078295,0.264607,0.323617,0.189297,300,300,full_logistic
fomc,claude,ppi,50,264.0,7.139835,0.245216,0.18353,0.164943,300,300,full_logistic
fomc,claude,ppi,50,368.0,6.756696,0.213524,0.375929,0.168246,300,300,full_logistic
fomc,claude,ppi,50,513.0,5.926358,0.166536,0.143033,0.137611,300,300,full_logistic
fomc,claude,ppi,50,715.0,6.714378,0.231813,0.527408,0.164579,300,300,full_logistic
fomc,claude,ppi,50,997.0,5.510416,0.148289,0.315848,0.12761,300,300,full_logistic
fomc,claude,ppipp,50,70.0,5.720319,0.152122,0.449432,0.126863,300,300,full_logistic
fomc,claude,ppipp,50,97.0,5.805225,0.155169,0.614216,0.141014,300,300,full_logistic
fomc,claude,ppipp,50,136.0,5.3375,0.127302,0.265794,0.125449,300,300,full_logistic
fomc,claude,ppipp,50,189.0,5.374913,0.140355,0.2333,0.124768,300,300,full_logistic
fomc,claude,ppipp,50,264.0,5.682003,0.165959,0.125193,0.138913,300,300,full_logistic
fomc,claude,ppipp,50,368.0,4.945161,0.126359,0.138241,0.115829,300,300,full_logistic
fomc,claude,ppipp,50,513.0,5.464863,0.153958,0.349301,0.129995,300,300,full_logistic
fomc,claude,ppipp,50,715.0,4.854692,0.123192,0.104284,0.108828,300,300,full_logistic
fomc,claude,ppipp,50,997.0,5.042559,0.12967,0.365122,0.115082,300,300,full_logistic
