dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
misogynistic,deepseek,llm_only,100,,9.586076,0.0,-4.173798,0.0,300,300,full_logistic
misogynistic,deepseek,expert_only,100,129.0,10.78332,0.389153,1.056855,0.243564,300,300,full_logistic
misogynistic,deepseek,expert_only,100,167.0,11.049814,0.400099,0.738103,0.254575,300,300,full_logistic
misogynistic,deepseek,expert_only,100,215.0,12.949857,0.481745,0.874788,0.29211,300,300,full_logistic
misogynistic,deepseek,expert_only,100,278.0,12.309496,0.456873,1.220571,0.274649,300,300,full_logistic
misogynistic,deepseek,expert_only,100,359.0,12.595116,0.479997,0.863773,0.287121,300,300,full_logistic
misogynistic,deepseek,expert_only,100,463.0,11.363344,0.401889,1.50384,0.254786,300,300,full_logistic
misogynistic,deepseek,expert_only,100,598.0,13.525659,0.528366,1.157545,0.312881,300,300,full_logistic
misogynistic,deepseek,expert_only,100,772.0,11.734665,0.421351,0.90626,0.270246,300,300,full_logistic
misogynistic,deepseek,expert_only,100,997.0,11.43699,0.438361,0.993552,0.265553,300,300,full_logistic
misogynistic,deepseek,dsl,100,129.0,5.006694,0.158244,0.915987,0.08886,300,300,full_logistic
misogynistic,deepseek,dsl,100,167.0,4.481173,0.13133,0.810152,0.078004,300,300,full_logistic
misogynistic,deepseek,dsl,100,215.0,4.458428,0.134939,0.718623,0.079738,300,300,full_logistic
misogynistic,deepseek,dsl,100,278.0,4.773768,0.154081,0.889755,0.075482,300,300,full_logistic
misogynistic,deepseek,dsl,100,359.0,4.690895,0.154913,0.699884,0.080403,300,300,full_logistic
misogynistic,deepseek,dsl,100,463.0,4.637574,0.148832,0.742597,0.073238,300,300,full_logistic
misogynistic,deepseek,dsl,100,598.0,4.182395,0.138422,0.587749,0.067465,300,300,full_logistic
misogynistic,deepseek,dsl,100,772.0,4.618628,0.155982,0.732606,0.070933,300,300,full_logistic
misogynistic,deepseek,dsl,100,997.0,4.403138,0.148126,0.659405,0.066007,300,300,full_logistic
misogynistic,deepseek,ppi,100,129.0,49.990827,2.241547,10.863699,0.961611,300,300,full_logistic
misogynistic,deepseek,ppi,100,167.0,41.453587,1.974052,7.547111,0.821302,300,300,full_logistic
misogynistic,deepseek,ppi,100,215.0,38.310733,1.903433,6.011603,0.786862,300,300,full_logistic
misogynistic,deepseek,ppi,100,278.0,40.062394,1.99668,6.514263,0.826836,300,300,full_logistic
misogynistic,deepseek,ppi,100,359.0,35.122006,1.731007,5.519383,0.728506,300,300,full_logistic
misogynistic,deepseek,ppi,100,463.0,35.994916,1.812775,5.24024,0.755707,300,300,full_logistic
misogynistic,deepseek,ppi,100,598.0,30.392051,1.562268,3.677314,0.647215,300,300,full_logistic
misogynistic,deepseek,ppi,100,772.0,35.533493,1.79581,5.122567,0.741497,300,300,full_logistic
misogynistic,deepseek,ppi,100,997.0,31.971693,1.627441,4.274167,0.669233,300,300,full_logistic
misogynistic,deepseek,ppipp,100,129.0,5.400206,0.160853,0.86236,0.107412,300,300,full_logistic
misogynistic,deepseek,ppipp,100,167.0,5.310903,0.163869,0.724344,0.109789,300,300,full_logistic
misogynistic,deepseek,ppipp,100,215.0,5.395653,0.164293,0.673035,0.111008,300,300,full_logistic
misogynistic,deepseek,ppipp,100,278.0,5.589967,0.176689,0.835619,0.113348,300,300,full_logistic
misogynistic,deepseek,ppipp,100,359.0,5.471772,0.173001,0.643353,0.11573,300,300,full_logistic
misogynistic,deepseek,ppipp,100,463.0,5.499746,0.17046,0.936147,0.11147,300,300,full_logistic
misogynistic,deepseek,ppipp,100,598.0,5.298539,0.172328,0.726289,0.112046,300,300,full_logistic
misogynistic,deepseek,ppipp,100,772.0,5.366472,0.168972,0.685759,0.113068,300,300,full_logistic
misogynistic,deepseek,ppipp,100,997.0,5.1205,0.170923,0.598854,0.111137,300,300,full_logistic
