dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
fomc,mistral,llm_only,100,,9.875182,0.0,4.696006,0.0,300,300,full_logistic
fomc,mistral,expert_only,100,129.0,4.098749,0.105454,0.060204,0.092187,300,300,full_logistic
fomc,mistral,expert_only,100,167.0,3.987797,0.102083,0.141668,0.087777,300,300,full_logistic
fomc,mistral,expert_only,100,215.0,4.218945,0.106296,0.378853,0.097157,300,300,full_logistic
fomc,mistral,expert_only,100,278.0,4.113344,0.11673,0.206892,0.093866,300,300,full_logistic
fomc,mistral,expert_only,100,359.0,4.124083,0.107837,0.36528,0.096232,300,300,full_logistic
fomc,mistral,expert_only,100,463.0,3.973075,0.098643,0.211667,0.086027,300,300,full_logistic
fomc,mistral,expert_only,100,598.0,4.12114,0.11294,0.233314,0.096368,300,300,full_logistic
fomc,mistral,expert_only,100,772.0,4.335131,0.121168,0.317907,0.097038,300,300,full_logistic
fomc,mistral,expert_only,100,997.0,3.971282,0.098701,0.256057,0.088884,300,300,full_logistic
fomc,mistral,dsl,100,129.0,3.484655,0.081261,-0.047552,0.080093,300,300,full_logistic
fomc,mistral,dsl,100,167.0,3.269289,0.073632,0.049411,0.077042,300,300,full_logistic
fomc,mistral,dsl,100,215.0,3.518775,0.082507,0.199081,0.080574,300,300,full_logistic
fomc,mistral,dsl,100,278.0,3.3558,0.083737,0.072096,0.074387,300,300,full_logistic
fomc,mistral,dsl,100,359.0,3.310855,0.078067,0.255269,0.079433,300,300,full_logistic
fomc,mistral,dsl,100,463.0,3.288946,0.079668,0.103076,0.072551,300,300,full_logistic
fomc,mistral,dsl,100,598.0,3.222089,0.072442,0.025986,0.074542,300,300,full_logistic
fomc,mistral,dsl,100,772.0,3.305098,0.082849,0.075177,0.072151,300,300,full_logistic
fomc,mistral,dsl,100,997.0,3.265492,0.078939,0.103126,0.076248,300,300,full_logistic
fomc,mistral,ppi,100,129.0,29.883095,1.385031,-3.602679,0.734492,300,300,full_logistic
fomc,mistral,ppi,100,167.0,8.711716,0.296259,-0.104649,0.192903,300,300,full_logistic
fomc,mistral,ppi,100,215.0,7.161688,0.219475,-0.014716,0.166884,300,300,full_logistic
fomc,mistral,ppi,100,278.0,6.236255,0.185616,-0.107994,0.133813,300,300,full_logistic
fomc,mistral,ppi,100,359.0,5.187411,0.146481,0.191828,0.123046,300,300,full_logistic
fomc,mistral,ppi,100,463.0,4.857133,0.13543,-0.094749,0.114093,300,300,full_logistic
fomc,mistral,ppi,100,598.0,4.726525,0.128539,-0.02847,0.111593,300,300,full_logistic
fomc,mistral,ppi,100,772.0,4.714432,0.123433,0.097907,0.104581,300,300,full_logistic
fomc,mistral,ppi,100,997.0,4.509573,0.112484,0.078391,0.106188,300,300,full_logistic
fomc,mistral,ppipp,100,129.0,3.646214,0.086566,-0.013938,0.083797,300,300,full_logistic
fomc,mistral,ppipp,100,167.0,3.470213,0.080112,0.06349,0.079371,300,300,full_logistic
fomc,mistral,ppipp,100,215.0,3.700425,0.087063,0.280875,0.084406,300,300,full_logistic
fomc,mistral,ppipp,100,278.0,3.570138,0.09384,0.11602,0.080746,300,300,full_logistic
fomc,mistral,ppipp,100,359.0,3.557445,0.088476,0.30487,0.08393,300,300,full_logistic
fomc,mistral,ppipp,100,463.0,3.467854,0.082576,0.136426,0.074945,300,300,full_logistic
fomc,mistral,ppipp,100,598.0,3.533609,0.088776,0.141546,0.08239,300,300,full_logistic
fomc,mistral,ppipp,100,772.0,3.697863,0.095977,0.23029,0.080776,300,300,full_logistic
fomc,mistral,ppipp,100,997.0,3.443295,0.082635,0.195014,0.077705,300,300,full_logistic
