dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
cuad,mistral,llm_only,,0.105031,0.0,-0.035218,0.0,300,300,full_logistic
cuad,mistral,expert_only,20.0,2.737579,0.072026,5.148757,0.931543,300,300,full_logistic
cuad,mistral,expert_only,26.0,2.32787,0.075912,4.429114,0.757485,300,300,full_logistic
cuad,mistral,expert_only,33.0,1.943236,0.073304,4.396003,0.539934,300,300,full_logistic
cuad,mistral,expert_only,43.0,1.524382,0.057194,2.766171,0.423524,300,300,full_logistic
cuad,mistral,expert_only,56.0,1.004913,0.036548,1.360025,0.226374,300,300,full_logistic
cuad,mistral,expert_only,72.0,0.927214,0.033918,1.282857,0.240896,300,300,full_logistic
cuad,mistral,expert_only,93.0,0.642782,0.02151,0.593146,0.135396,300,300,full_logistic
cuad,mistral,expert_only,120.0,0.497448,0.014193,0.712924,0.123877,300,300,full_logistic
cuad,mistral,expert_only,155.0,0.442223,0.013214,0.339215,0.075421,300,300,full_logistic
cuad,mistral,expert_only,200.0,0.372481,0.011291,0.292695,0.064605,300,300,full_logistic
cuad,mistral,dsl,20.0,0.767284,0.011167,-0.672844,0.259997,300,300,full_logistic
cuad,mistral,dsl,26.0,0.661431,0.010085,-0.47708,0.216492,300,300,full_logistic
cuad,mistral,dsl,33.0,0.559107,0.006251,-0.481294,0.109653,300,300,full_logistic
cuad,mistral,dsl,43.0,0.547899,0.00607,-0.504476,0.093427,300,300,full_logistic
cuad,mistral,dsl,56.0,0.537245,0.004974,-0.502583,0.068806,300,300,full_logistic
cuad,mistral,dsl,72.0,0.515503,0.004164,-0.490086,0.066256,300,300,full_logistic
cuad,mistral,dsl,93.0,0.51745,0.004133,-0.511298,0.050986,300,300,full_logistic
cuad,mistral,dsl,120.0,0.505244,0.003313,-0.460657,0.048177,300,300,full_logistic
cuad,mistral,dsl,155.0,0.511071,0.00291,-0.460895,0.036338,300,300,full_logistic
cuad,mistral,dsl,200.0,0.499166,0.002573,-0.411716,0.031222,300,300,full_logistic
cuad,mistral,ppi,20.0,1.220654,0.054655,-1.595417,0.549912,300,300,full_logistic
cuad,mistral,ppi,26.0,0.89535,0.036642,-1.184181,0.444639,300,300,full_logistic
cuad,mistral,ppi,33.0,0.840892,0.034237,-0.324662,0.284177,300,300,full_logistic
cuad,mistral,ppi,43.0,0.656381,0.025385,-0.70051,0.276373,300,300,full_logistic
cuad,mistral,ppi,56.0,0.451703,0.01241,-0.376468,0.139069,300,300,full_logistic
cuad,mistral,ppi,72.0,0.397885,0.01017,-0.333202,0.113919,300,300,full_logistic
cuad,mistral,ppi,93.0,0.366027,0.00822,-0.33938,0.077994,300,300,full_logistic
cuad,mistral,ppi,120.0,0.32904,0.006867,-0.352673,0.078965,300,300,full_logistic
cuad,mistral,ppi,155.0,0.324584,0.006569,-0.289781,0.049936,300,300,full_logistic
cuad,mistral,ppi,200.0,0.290929,0.006041,-0.20352,0.043799,300,300,full_logistic
