dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid
cuad,deepseek,llm_only,100,,0.059417,0.0,-0.117957,0.0,300,300
cuad,deepseek,expert_only,100,129.0,0.322023,0.006289,0.283943,0.042509,300,300
cuad,deepseek,expert_only,100,167.0,0.302293,0.006372,0.237779,0.03809,300,300
cuad,deepseek,expert_only,100,215.0,0.313302,0.006215,0.298034,0.039775,300,300
cuad,deepseek,expert_only,100,278.0,0.323735,0.006795,0.24247,0.040833,300,300
cuad,deepseek,expert_only,100,359.0,0.319065,0.005952,0.318752,0.042491,300,300
cuad,deepseek,expert_only,100,463.0,0.319923,0.006582,0.300442,0.0412,300,300
cuad,deepseek,expert_only,100,598.0,0.31651,0.006732,0.261176,0.039665,300,300
cuad,deepseek,expert_only,100,772.0,0.322913,0.006352,0.306624,0.043443,300,300
cuad,deepseek,expert_only,100,997.0,0.317501,0.006664,0.23281,0.041579,300,300
cuad,deepseek,dsl,100,129.0,0.288749,0.005601,0.18489,0.035109,300,300
cuad,deepseek,dsl,100,167.0,0.264573,0.005364,0.126946,0.027292,300,300
cuad,deepseek,dsl,100,215.0,0.242536,0.004688,0.102972,0.025294,300,300
cuad,deepseek,dsl,100,278.0,0.219348,0.003921,0.083335,0.022095,300,300
cuad,deepseek,dsl,100,359.0,0.19686,0.003217,0.087186,0.020406,300,300
cuad,deepseek,dsl,100,463.0,0.179355,0.003422,0.053574,0.01737,300,300
cuad,deepseek,dsl,100,598.0,0.164667,0.003625,0.044648,0.015795,300,300
cuad,deepseek,dsl,100,772.0,0.129636,0.003093,0.031837,0.01524,300,300
cuad,deepseek,dsl,100,997.0,0.097216,0.001969,-0.001133,0.01374,300,300
cuad,deepseek,ppi,100,129.0,0.288642,0.005631,0.181867,0.035116,300,300
cuad,deepseek,ppi,100,167.0,0.265341,0.005471,0.122627,0.027491,300,300
cuad,deepseek,ppi,100,215.0,0.242294,0.004652,0.087847,0.024892,300,300
cuad,deepseek,ppi,100,278.0,0.219919,0.003977,0.086056,0.021908,300,300
cuad,deepseek,ppi,100,359.0,0.196123,0.003248,0.077121,0.019683,300,300
cuad,deepseek,ppi,100,463.0,0.179472,0.003394,0.055497,0.017301,300,300
cuad,deepseek,ppi,100,598.0,0.165008,0.003641,0.036632,0.015448,300,300
cuad,deepseek,ppi,100,772.0,0.128906,0.003058,0.021179,0.014162,300,300
cuad,deepseek,ppi,100,997.0,0.096707,0.001959,0.020906,0.013176,300,300
cuad,deepseek,ppipp,100,129.0,0.296035,0.005763,0.213912,0.036808,300,300
cuad,deepseek,ppipp,100,167.0,0.263842,0.005228,0.148523,0.028232,300,300
cuad,deepseek,ppipp,100,215.0,0.250466,0.005064,0.157096,0.028444,300,300
cuad,deepseek,ppipp,100,278.0,0.239665,0.004792,0.115652,0.026331,300,300
cuad,deepseek,ppipp,100,359.0,0.224036,0.004094,0.153746,0.025904,300,300
cuad,deepseek,ppipp,100,463.0,0.21005,0.004466,0.120592,0.022981,300,300
cuad,deepseek,ppipp,100,598.0,0.196571,0.004412,0.105564,0.02277,300,300
cuad,deepseek,ppipp,100,772.0,0.181852,0.003661,0.101951,0.022557,300,300
cuad,deepseek,ppipp,100,997.0,0.166074,0.003138,0.060057,0.021408,300,300
