dataset,llm,method,n_expert,sRMSE_beta2,sRMSE_beta2_se,bias_beta2,bias_beta2_se,sRMSE_eucl,sRMSE_eucl_se,n_reps,n_valid,phase
cuad,llama,ppipp,20,0.585319,0.033776,-0.018963,0.033776,0.789327,0.026326,300,300,low_variance
cuad,llama,ppipp,26,0.502711,0.029023,-0.004648,0.029023,0.636123,0.020085,300,300,low_variance
cuad,llama,ppipp,33,0.43952,0.025367,0.01135,0.025367,0.560777,0.016397,300,300,low_variance
cuad,llama,ppipp,43,0.397073,0.022829,-0.036363,0.022829,0.511508,0.014992,300,300,low_variance
cuad,llama,ppipp,56,0.329515,0.019015,-0.010322,0.019015,0.418845,0.013217,300,300,low_variance
cuad,llama,ppipp,72,0.284266,0.016256,-0.039116,0.016256,0.368677,0.009487,300,300,low_variance
cuad,llama,ppipp,93,0.241757,0.013742,-0.042335,0.013742,0.307008,0.008415,300,300,low_variance
cuad,llama,ppipp,120,0.201672,0.01146,-0.035706,0.01146,0.273094,0.007079,300,300,low_variance
cuad,llama,ppipp,155,0.186607,0.010646,-0.028607,0.010646,0.239792,0.006641,300,300,low_variance
cuad,llama,ppipp,200,0.165073,0.009026,-0.052993,0.009026,0.209595,0.005744,300,300,low_variance
