dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
fomc,claude,llm_only,200,,3.108733,0.0,1.216721,0.0,300,300,full_logistic
fomc,claude,expert_only,200,239.0,2.391001,0.05977,0.111843,0.054809,300,300,full_logistic
fomc,claude,expert_only,200,286.0,2.493901,0.061165,0.083743,0.058257,300,300,full_logistic
fomc,claude,expert_only,200,342.0,2.575045,0.066799,0.026673,0.059021,300,300,full_logistic
fomc,claude,expert_only,200,408.0,2.38037,0.058861,0.094654,0.052416,300,300,full_logistic
fomc,claude,expert_only,200,488.0,2.467539,0.064438,0.137013,0.056236,300,300,full_logistic
fomc,claude,expert_only,200,584.0,2.446147,0.060144,0.069611,0.056814,300,300,full_logistic
fomc,claude,expert_only,200,698.0,2.457954,0.057443,0.098799,0.057073,300,300,full_logistic
fomc,claude,expert_only,200,834.0,2.375612,0.055697,0.077216,0.05392,300,300,full_logistic
fomc,claude,expert_only,200,997.0,2.452261,0.056317,0.059501,0.059003,300,300,full_logistic
fomc,claude,dsl,200,239.0,2.102066,0.053211,0.051399,0.047862,300,300,full_logistic
fomc,claude,dsl,200,286.0,2.160136,0.051134,0.00067,0.050359,300,300,full_logistic
fomc,claude,dsl,200,342.0,2.123195,0.050713,-0.039818,0.047792,300,300,full_logistic
fomc,claude,dsl,200,408.0,1.967721,0.045034,0.012201,0.044421,300,300,full_logistic
fomc,claude,dsl,200,488.0,1.998624,0.046442,0.052134,0.046179,300,300,full_logistic
fomc,claude,dsl,200,584.0,1.882812,0.045504,0.013159,0.042935,300,300,full_logistic
fomc,claude,dsl,200,698.0,1.898443,0.045056,0.011408,0.045632,300,300,full_logistic
fomc,claude,dsl,200,834.0,1.880402,0.044533,0.009241,0.043455,300,300,full_logistic
fomc,claude,dsl,200,997.0,1.825372,0.038554,-0.063354,0.04296,300,300,full_logistic
fomc,claude,ppi,200,239.0,9.284317,0.268747,0.268316,0.210813,300,300,full_logistic
fomc,claude,ppi,200,286.0,5.119471,0.132301,-0.129409,0.120248,300,300,full_logistic
fomc,claude,ppi,200,342.0,3.968929,0.104285,-0.032833,0.091647,300,300,full_logistic
fomc,claude,ppi,200,408.0,3.436395,0.080167,0.018071,0.076822,300,300,full_logistic
fomc,claude,ppi,200,488.0,3.160058,0.078713,0.06857,0.076376,300,300,full_logistic
fomc,claude,ppi,200,584.0,2.673588,0.065254,0.006243,0.059477,300,300,full_logistic
fomc,claude,ppi,200,698.0,2.694903,0.068989,-0.008517,0.060828,300,300,full_logistic
fomc,claude,ppi,200,834.0,2.681056,0.064096,-0.02886,0.060847,300,300,full_logistic
fomc,claude,ppi,200,997.0,2.467771,0.056686,-0.080221,0.056974,300,300,full_logistic
fomc,claude,ppipp,200,239.0,2.167647,0.053982,0.054721,0.049458,300,300,full_logistic
fomc,claude,ppipp,200,286.0,2.231238,0.053418,0.016585,0.052095,300,300,full_logistic
fomc,claude,ppipp,200,342.0,2.240382,0.056234,-0.024908,0.050592,300,300,full_logistic
fomc,claude,ppipp,200,408.0,2.047515,0.048529,0.028681,0.045123,300,300,full_logistic
fomc,claude,ppipp,200,488.0,2.111069,0.053049,0.07079,0.048139,300,300,full_logistic
fomc,claude,ppipp,200,584.0,2.021613,0.048682,0.006273,0.046827,300,300,full_logistic
fomc,claude,ppipp,200,698.0,2.000732,0.045531,0.023192,0.047381,300,300,full_logistic
fomc,claude,ppipp,200,834.0,1.951261,0.044719,0.004207,0.044192,300,300,full_logistic
fomc,claude,ppipp,200,997.0,1.965665,0.042587,-0.020467,0.047347,300,300,full_logistic
