dataset,llm,method,n_expert,N_total,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
fomc,gpt54,llm_only,100,,2.176775,0.0,0.417119,0.0,300,300,full_logistic
fomc,gpt54,expert_only,100,129.0,4.098749,0.105454,0.060204,0.092187,300,300,full_logistic
fomc,gpt54,expert_only,100,167.0,3.987797,0.102083,0.141668,0.087777,300,300,full_logistic
fomc,gpt54,expert_only,100,215.0,4.218945,0.106296,0.378853,0.097157,300,300,full_logistic
fomc,gpt54,expert_only,100,278.0,4.113344,0.11673,0.206892,0.093866,300,300,full_logistic
fomc,gpt54,expert_only,100,359.0,4.124083,0.107837,0.36528,0.096232,300,300,full_logistic
fomc,gpt54,expert_only,100,463.0,3.973075,0.098643,0.211667,0.086027,300,300,full_logistic
fomc,gpt54,expert_only,100,598.0,4.12114,0.11294,0.233314,0.096368,300,300,full_logistic
fomc,gpt54,expert_only,100,772.0,4.335131,0.121168,0.317907,0.097038,300,300,full_logistic
fomc,gpt54,expert_only,100,997.0,3.971282,0.098701,0.256057,0.088884,300,300,full_logistic
fomc,gpt54,dsl,100,129.0,3.345388,0.078986,-0.092249,0.074352,300,300,full_logistic
fomc,gpt54,dsl,100,167.0,3.069676,0.069562,-0.046248,0.07357,300,300,full_logistic
fomc,gpt54,dsl,100,215.0,3.086809,0.069248,0.172328,0.07052,300,300,full_logistic
fomc,gpt54,dsl,100,278.0,2.954994,0.071648,-0.000556,0.062914,300,300,full_logistic
fomc,gpt54,dsl,100,359.0,2.831417,0.064631,0.132478,0.068057,300,300,full_logistic
fomc,gpt54,dsl,100,463.0,2.801052,0.06314,0.094011,0.06364,300,300,full_logistic
fomc,gpt54,dsl,100,598.0,2.673359,0.063978,0.036235,0.061926,300,300,full_logistic
fomc,gpt54,dsl,100,772.0,2.744583,0.067624,0.024697,0.056098,300,300,full_logistic
fomc,gpt54,dsl,100,997.0,2.537605,0.059258,0.077889,0.056238,300,300,full_logistic
fomc,gpt54,ppi,100,129.0,15.498056,0.586383,0.133663,0.338945,300,300,full_logistic
fomc,gpt54,ppi,100,167.0,7.754719,0.252754,0.295735,0.190437,300,300,full_logistic
fomc,gpt54,ppi,100,215.0,5.416052,0.142085,0.264938,0.12422,300,300,full_logistic
fomc,gpt54,ppi,100,278.0,4.479348,0.119984,-0.008461,0.099399,300,300,full_logistic
fomc,gpt54,ppi,100,359.0,4.053885,0.098249,0.093435,0.094179,300,300,full_logistic
fomc,gpt54,ppi,100,463.0,3.889555,0.111826,0.144055,0.103825,300,300,full_logistic
fomc,gpt54,ppi,100,598.0,3.596929,0.09844,0.072418,0.082918,300,300,full_logistic
fomc,gpt54,ppi,100,772.0,3.438264,0.083952,0.034529,0.069512,300,300,full_logistic
fomc,gpt54,ppi,100,997.0,3.051616,0.073334,0.095746,0.070333,300,300,full_logistic
fomc,gpt54,ppipp,100,129.0,3.543068,0.084682,-0.060958,0.079802,300,300,full_logistic
fomc,gpt54,ppipp,100,167.0,3.28473,0.075367,-0.003188,0.075137,300,300,full_logistic
fomc,gpt54,ppipp,100,215.0,3.399313,0.079395,0.222871,0.077315,300,300,full_logistic
fomc,gpt54,ppipp,100,278.0,3.232272,0.083703,0.048544,0.072177,300,300,full_logistic
fomc,gpt54,ppipp,100,359.0,3.162924,0.075392,0.200035,0.075128,300,300,full_logistic
fomc,gpt54,ppipp,100,463.0,3.077312,0.070574,0.085508,0.067151,300,300,full_logistic
fomc,gpt54,ppipp,100,598.0,3.022818,0.076438,0.075939,0.070245,300,300,full_logistic
fomc,gpt54,ppipp,100,772.0,3.205623,0.085614,0.133413,0.067719,300,300,full_logistic
fomc,gpt54,ppipp,100,997.0,2.913339,0.067942,0.12048,0.064383,300,300,full_logistic
