dataset,llm,method,n_expert,sRMSE_eucl,sRMSE_eucl_se,bias_eucl,bias_eucl_se,n_reps,n_valid,phase
misogynistic,deepseek,llm_only,,0.897289,0.0,-5.49229,0.0,300,300,full_logistic
misogynistic,deepseek,expert_only,20.0,1.172371,0.020924,5.769519,1.427086,300,300,full_logistic
misogynistic,deepseek,expert_only,26.0,1.079295,0.021906,2.544215,1.220892,300,300,full_logistic
misogynistic,deepseek,expert_only,33.0,0.948558,0.018531,4.99909,1.039971,300,300,full_logistic
misogynistic,deepseek,expert_only,43.0,0.834002,0.01655,1.380761,0.81724,300,300,full_logistic
misogynistic,deepseek,expert_only,56.0,0.711178,0.012663,2.356849,0.691509,300,300,full_logistic
misogynistic,deepseek,expert_only,72.0,0.620149,0.00935,1.752758,0.445689,300,300,full_logistic
misogynistic,deepseek,expert_only,93.0,0.570298,0.007183,1.547591,0.365044,300,300,full_logistic
misogynistic,deepseek,expert_only,120.0,0.519625,0.005201,1.02366,0.284156,300,300,full_logistic
misogynistic,deepseek,expert_only,155.0,0.496852,0.004598,0.792073,0.251227,300,300,full_logistic
misogynistic,deepseek,expert_only,200.0,0.473658,0.004338,0.452651,0.216785,300,300,full_logistic
misogynistic,deepseek,dsl,20.0,0.93707,0.004069,1.258217,0.210979,300,300,full_logistic
misogynistic,deepseek,dsl,26.0,0.92175,0.003637,1.558903,0.189785,300,300,full_logistic
misogynistic,deepseek,dsl,33.0,0.921166,0.00293,1.072478,0.150571,300,300,full_logistic
misogynistic,deepseek,dsl,43.0,0.918223,0.002636,0.889974,0.130439,300,300,full_logistic
misogynistic,deepseek,dsl,56.0,0.90724,0.002749,0.876008,0.113121,300,300,full_logistic
misogynistic,deepseek,dsl,72.0,0.912952,0.002201,1.234549,0.110437,300,300,full_logistic
misogynistic,deepseek,dsl,93.0,0.907957,0.002062,1.24718,0.096729,300,300,full_logistic
misogynistic,deepseek,dsl,120.0,0.909029,0.001898,1.143661,0.086677,300,300,full_logistic
misogynistic,deepseek,dsl,155.0,0.909502,0.001642,1.049334,0.077525,300,300,full_logistic
misogynistic,deepseek,dsl,200.0,0.902388,0.001401,0.980536,0.069492,300,300,full_logistic
misogynistic,deepseek,ppi,20.0,2.282353,0.102317,16.62461,3.461004,300,300,full_logistic
misogynistic,deepseek,ppi,26.0,1.938533,0.079577,16.397256,3.019576,300,300,full_logistic
misogynistic,deepseek,ppi,33.0,1.547191,0.057975,12.072484,2.293585,300,300,full_logistic
misogynistic,deepseek,ppi,43.0,1.309091,0.041981,8.520363,1.729983,300,300,full_logistic
misogynistic,deepseek,ppi,56.0,1.120576,0.029666,6.90212,1.364858,300,300,full_logistic
misogynistic,deepseek,ppi,72.0,1.042054,0.022615,8.38369,1.325824,300,300,full_logistic
misogynistic,deepseek,ppi,93.0,0.949148,0.020991,7.706669,1.079719,300,300,full_logistic
misogynistic,deepseek,ppi,120.0,0.868479,0.015951,5.739483,0.782565,300,300,full_logistic
misogynistic,deepseek,ppi,155.0,0.852752,0.012078,4.579922,0.643034,300,300,full_logistic
misogynistic,deepseek,ppi,200.0,0.799895,0.012764,3.525795,0.521087,300,300,full_logistic
misogynistic,deepseek,ppipp,20.0,0.879618,0.004107,1.340443,0.32362,300,300,full_logistic
misogynistic,deepseek,ppipp,26.0,0.864012,0.003308,0.97716,0.25613,300,300,full_logistic
misogynistic,deepseek,ppipp,33.0,0.856505,0.003192,1.539891,0.252793,300,300,full_logistic
misogynistic,deepseek,ppipp,43.0,0.846056,0.002529,0.726962,0.20446,300,300,full_logistic
misogynistic,deepseek,ppipp,56.0,0.83692,0.002245,1.083708,0.198288,300,300,full_logistic
misogynistic,deepseek,ppipp,72.0,0.833454,0.001747,1.134824,0.161423,300,300,full_logistic
misogynistic,deepseek,ppipp,93.0,0.827478,0.001639,1.189869,0.14584,300,300,full_logistic
misogynistic,deepseek,ppipp,120.0,0.825084,0.001477,0.885718,0.127246,300,300,full_logistic
misogynistic,deepseek,ppipp,155.0,0.823005,0.001307,0.866787,0.112334,300,300,full_logistic
misogynistic,deepseek,ppipp,200.0,0.8214,0.001107,0.711243,0.104193,300,300,full_logistic
